	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Reg1	0	4.8376755551812	0.798	0.131	0
Rbp2	0	4.73312187236474	1	0.36	0
Fabp1	0	4.59457180039762	1	0.378	0
Apoa1	0	4.36981305801161	0.879	0.113	0
Gsta1	0	3.32595548167129	0.939	0.084	0
Fabp2	0	2.90397265557584	1	0.85	0
Arg2	0	2.73085059012242	0.994	0.293	0
Gstm3	0	2.71156958894249	0.929	0.168	0
Adh6a	0	2.53939578526561	0.735	0.121	0
Sis	0	2.50320763219229	0.945	0.15	0
Apoc3	0	2.48874403425744	0.813	0.093	0
S100g	0	2.42255648025963	0.572	0.113	0
Prap1	0	2.25047673001888	1	0.779	0
Plac8	0	2.24681561558989	1	0.922	0
Spink1	0	2.19602817556943	0.782	0.135	0
Reg3a	0	2.18630425274953	0.65	0.054	0
Gm3776	0	2.15101741810938	0.646	0.024	0
Cox7a1	0	2.12340859931288	0.936	0.187	0
Smim24	0	2.12149816554229	0.999	0.73	0
Apoa4	0	2.11024438848063	0.625	0.039	0
Ces2e	0	2.10401911031004	0.949	0.22	0
Il18	0	2.10238811564792	0.866	0.077	0
Ckmt1	0	2.06687711774435	0.985	0.632	0
St3gal4	0	2.05716030318126	0.943	0.212	0
Aldob	0	2.05218602646606	0.996	0.616	0
2200002D01Rik	0	2.0434654962356	0.995	0.572	0
Akr1c19	0	1.9914749252293	0.913	0.226	0
Cda	0	1.99047319008297	0.996	0.576	0
Khk	0	1.98629215764687	0.974	0.324	0
Ckb	0	1.97765991951154	0.98	0.539	0
Fth1	0	1.97703697139204	1	0.996	0
Marc2	0	1.9634474268505	0.996	0.754	0
Gsta4	0	1.93962873617001	0.859	0.166	0
Ccl25	0	1.9362700345112	0.996	0.692	0
Tm4sf5	0	1.9310406700832	0.996	0.703	0
Anpep	0	1.89030780069739	0.805	0.093	0
Cyp4f14	0	1.8369774909867	0.876	0.155	0
Car4	0	1.81500189979543	0.795	0.159	0
Sult1b1	0	1.7922733642071	0.943	0.258	0
Dgat1	0	1.78774143806168	0.952	0.348	0
Reg3b	6.54007275627469E-91	1.78518528336451	0.539	0.254	1.11789463623003E-86
Ms4a10	0	1.75690484847816	0.878	0.277	0
Mdh2	0	1.75163887752195	0.998	0.903	0
Ces2c	0	1.74551177395175	0.759	0.1	0
Glod5	0	1.72617532305964	0.979	0.483	0
Cyb5r3	0	1.67971714865333	0.95	0.368	0
Cbr1	0	1.64999639333177	0.946	0.451	0
Mgst3	0	1.63141112954957	0.994	0.833	0
Gna11	0	1.6266622167716	0.977	0.509	0
Mogat2	0	1.62454930605773	0.83	0.116	0
Casp6	0	1.62102981300053	0.93	0.347	0
Cyb5a	0	1.6027211159072	0.995	0.786	0
Maoa	0	1.56859963086714	0.881	0.276	0
Papss2	0	1.56130790281718	0.59	0.029	0
Mttp	0	1.54434154173955	0.831	0.156	0
Slc51a	0	1.54042144784563	0.812	0.116	0
Rdh7	0	1.52354111137992	0.747	0.09	0
Fahd1	0	1.51001685648406	0.922	0.377	0
Tm6sf2	0	1.50924274719506	0.83	0.166	0
Ces2a	0	1.49165432546075	0.742	0.133	0
Acsl5	0	1.48906383651884	0.785	0.253	0
Adh1	0	1.47716794589684	0.875	0.199	0
Guca2b	1.25676686432848E-151	1.44353552664665	0.612	0.229	2.14819160119668E-147
Ces1f	0	1.44117427421972	0.734	0.064	0
Sult2b1	0	1.44065943970678	0.805	0.171	0
Mep1b	0	1.43177550309799	0.655	0.045	0
Scp2	0	1.4315794447118	0.985	0.732	0
Agpat2	0	1.43091217051477	0.885	0.295	0
Gapdh	0	1.42149544764256	0.999	0.911	0
Aadac	0	1.41909234516932	0.857	0.271	0
Aldh1a1	0	1.41832895616575	0.655	0.038	0
Apoc2	2.52425805830801E-68	1.40682350439986	0.276	0.097	4.31471429906588E-64
Gpx1	0	1.40562930270571	0.985	0.876	0
Prxl2b	0	1.39958985598068	0.933	0.404	0
Clec2h	0	1.39314463018191	0.767	0.149	0
Tmem120a	0	1.38932176082596	0.828	0.209	0
Alpi	0	1.37252831122683	0.605	0.036	0
Chp2	0	1.35620022851359	0.76	0.125	0
Akr1c13	0	1.34838180566205	0.902	0.395	0
Lypd8	0	1.34744245046418	0.993	0.914	0
Creb3l3	0	1.33754821474554	0.646	0.027	0
Dbi	0	1.33675337329944	0.999	0.964	0
Mgst1	1.63367435990497E-302	1.33003584135566	0.982	0.692	2.79243958338556E-298
Crip1	3.21154020276066E-303	1.32729234792037	1	0.925	5.4894856685788E-299
Bpnt1	0	1.30612488119517	0.809	0.247	0
2210407C18Rik	5.05202564491506E-30	1.30416565172161	0.574	0.433	8.63542743485331E-26
Cst6	0	1.29538872245034	0.75	0.138	0
Erich4	0	1.29460616430411	0.709	0.081	0
Krt20	0	1.29017771343937	0.744	0.163	0
Prpsap1	0	1.28594920991504	0.907	0.406	0
Slc9a3r1	2.76960136149546E-291	1.2857245948043	0.845	0.339	4.73407960720418E-287
Ldha	0	1.27190944610337	0.998	0.848	0
Lgals3	0	1.26165096868504	0.772	0.192	0
Dhrs1	0	1.25489567781166	0.744	0.224	0
Slc26a6	0	1.22413373054912	0.648	0.055	0
Sult6b2	0	1.22173510243559	0.347	0.008	0
Pkm	7.53381852522067E-258	1.21917833279138	0.963	0.622	1.28775560051597E-253
Hagh	0	1.21368569796229	0.848	0.321	0
Cmbl	0	1.21142617340308	0.804	0.229	0
Mdh1	0	1.19624666376261	0.999	0.866	0
Krt19	5.3176309957013E-297	1.19488400698092	0.993	0.92	9.08942666095224E-293
Hdhd3	0	1.19458214358781	0.788	0.265	0
Anxa13	3.36401375959963E-298	1.19290639942656	0.857	0.318	5.75010871928364E-294
Tstd1	1.13615958360521E-225	1.19055967161647	0.889	0.471	1.94203757625639E-221
Tmem37	0	1.18151426524769	0.702	0.148	0
Anxa2	2.05762366920021E-257	1.18007956912923	0.93	0.445	3.51709613776393E-253
Serpinb6a	1.82989457779747E-271	1.1792339074117	0.962	0.568	3.12783880182922E-267
Mgst2	2.8025959268126E-248	1.17716392925189	0.888	0.446	4.79047721770078E-244
Gstm1	5.86767785249784E-200	1.17056455391986	0.688	0.265	1.00296217532746E-195
Cdkn2b	0	1.16960268155877	0.729	0.143	0
Phgr1	0	1.16435757795536	1	0.923	0
Ugt2b5	0	1.16317894483461	0.537	0.034	0
Aprt	5.74707936300975E-290	1.15995152081199	0.99	0.769	9.82348275519256E-286
Cyp3a13	0	1.15789584124153	0.565	0.047	0
Idh1	0	1.15433035495634	0.718	0.204	0
Prdx1	0	1.15429107457118	1	0.958	0
Smlr1	0	1.15348820383108	0.667	0.104	0
Mpp1	0	1.15269599495438	0.643	0.081	0
Ppa1	2.38840153577934E-276	1.15174023156817	0.986	0.794	4.08249474510762E-272
Slc13a1	0	1.14554427844342	0.515	0.036	0
Aamdc	1.53054470905105E-269	1.13560209631269	0.905	0.443	2.61616007118096E-265
Sult1d1	1.96641165749214E-254	1.13555655937583	0.869	0.396	3.36118744615131E-250
Reg3g	1.03373590125409E-94	1.13521945793224	0.683	0.357	1.76696477601362E-90
Chpt1	2.47542567303258E-254	1.13385308634754	0.916	0.47	4.23124510291458E-250
Prdx5	4.00244222786941E-228	1.1272427201809	0.951	0.643	6.84137450009719E-224
Slc7a9	0	1.12629111565642	0.668	0.097	0
Ndufb10	0	1.10924196046904	0.998	0.866	0
Serpinb1a	3.19875133255653E-249	1.10401130590597	0.982	0.706	5.46762565273887E-245
Ifi27l2b	2.55274009438282E-201	1.09951317380638	0.945	0.625	4.36339864332855E-197
Slc5a1	0	1.09776554035206	0.584	0.124	0
Cyb5b	1.95998916524334E-255	1.09564997694619	0.842	0.374	3.35020948015044E-251
Cideb	0	1.09556671712606	0.684	0.126	0
H2-Q2	0	1.0921374828628	0.658	0.149	0
Upp1	0	1.0861947167614	0.672	0.111	0
Cycs	7.62600419910129E-267	1.0823473937065	0.992	0.77	1.30351289775238E-262
Acp5	1.17717634945203E-269	1.07927952210133	0.825	0.328	2.01214753411836E-265
Acaa2	5.61610832057335E-221	1.07875050377261	0.933	0.609	9.59961395235603E-217
Aldoa	2.70842915027095E-239	1.07727256899128	0.974	0.688	4.62951794655813E-235
Sar1b	5.45057946468896E-227	1.07202631957673	0.892	0.477	9.31667547899284E-223
Tkfc	0	1.06958334691957	0.74	0.211	0
Fbp2	1.56969468150484E-250	1.0681179205182	0.971	0.676	2.68307911909623E-246
Enpep	0	1.06241789762668	0.574	0.055	0
Acbd4	0	1.05768475531374	0.674	0.14	0
Txndc17	3.00086810743149E-261	1.052453482556	0.986	0.773	5.12938385603265E-257
Uqcrfs1	4.43848372724295E-287	1.04753074891361	0.992	0.826	7.58670023497638E-283
Chchd10	2.49111347340356E-302	1.04006154526335	0.998	0.872	4.2580602600887E-298
Fmo5	0	1.03260214725975	0.59	0.089	0
Sdhb	2.71309969488351E-259	1.03070648778278	0.99	0.791	4.63750130846438E-255
Myl12b	3.37943847573047E-247	1.02962412824245	0.981	0.789	5.7764741865661E-243
