	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Gip	3.48415814621128E-157	7.3954610850296	0.265	0.049	5.95547151931893E-153
Ghrl	2.01459029814085E-228	7.06757544709603	0.356	0.064	3.44353919661215E-224
Cck	0	6.89137712032342	0.554	0.053	0
Fabp5	1.30853756979723E-157	4.56940822448626	0.509	0.187	2.23668326805441E-153
Sct	6.67625860777854E-304	4.53628886845627	0.685	0.207	1.14117288382759E-299
Cdkn1c	0	3.5190322249305	0.687	0.027	0
Rbp4	0	3.37608912929021	0.395	0.01	0
Isl1	0	3.08396435761856	0.628	0.003	0
Myl7	0	2.89149362901593	0.469	0.062	0
Fam183b	0	2.87674919401221	0.692	0.164	0
Cpe	0	2.86100658793911	0.562	0.015	0
Cdkn1a	0	2.83971783895752	0.616	0.124	0
Tm4sf4	0	2.68065925928695	0.839	0.194	0
Insm1	0	2.55049627674322	0.746	0.016	0
Chgb	0	2.45054240061031	0.653	0.085	0
Scg2	0	2.40833039653461	0.3	0.002	0
Neurog3	0	2.36617145398415	0.361	0.01	0
Aplp1	0	2.23569718289964	0.622	0.021	0
Gfra3	0	2.16353829971682	0.635	0.013	0
Neurod1	0	2.10801057119601	0.577	0.013	0
Hmgn3	0	2.08800559762479	0.521	0.016	0
Scgn	0	1.96920857719645	0.439	0.002	0
Gadd45g	0	1.92415968188427	0.569	0.102	0
Upp1	5.66573562448858E-263	1.91085365691094	0.509	0.119	9.68444190293833E-259
Sox4	1.42951634270689E-93	1.89784605791064	0.579	0.327	2.44347228458889E-89
Ttr	6.2294138218165E-91	1.89019762283578	0.531	0.28	1.06479370456309E-86
Ddc	1.43446979612463E-287	1.86527207655886	0.658	0.197	2.45193922251582E-283
Mtch1	4.94083540140392E-233	1.86518243885615	0.865	0.619	8.44536995161972E-229
AC149090.1	6.97842536583144E-258	1.86465808915245	0.677	0.236	1.19282224778157E-253
Pcsk1n	0	1.80889514766154	0.382	0.011	0
Scg5	0	1.78790939666054	0.434	0.01	0
Nkx2-2	0	1.76539803773561	0.49	0.013	0
Cacna1a	0	1.75999509770442	0.528	0.047	0
Fxyd3	3.25071402995783E-254	1.71890479815181	0.903	0.447	5.55644549140692E-250
Marcks	7.14433621023869E-189	1.71545491158621	0.679	0.311	1.2211813884161E-184
Marcksl1	4.07999388988091E-260	1.69176806594932	0.512	0.117	6.97393355597344E-256
Hepacam2	1.67244105237385E-302	1.68147658854674	0.683	0.179	2.85870349082263E-298
Slc25a4	8.50172275463943E-246	1.67944209037188	0.587	0.171	1.45319947045052E-241
Btg2	6.72175776687073E-244	1.66016795808257	0.618	0.188	1.14895005509121E-239
Cplx2	0	1.63998614789513	0.425	0.016	0
Bex3	2.2839263691595E-180	1.63410709975285	0.665	0.301	3.90391534280433E-176
Cd24a	9.59820580648907E-156	1.62617994293076	0.784	0.508	1.64062131850318E-151
Pam	0	1.61568964280649	0.391	0.021	0
Cryba2	0	1.61386628141999	0.402	0.013	0
Hk2	1.025538061626E-192	1.60943893164191	0.58	0.202	1.75295220873732E-188
Krt7	1.79661087147051E-121	1.58407921631801	0.724	0.485	3.07094696260455E-117
Malat1	8.17436964947062E-300	1.58237879805076	1	0.99	1.39724500418401E-295
Nefm	0	1.58056025901159	0.311	0.001	0
Olfm1	0	1.57148848887568	0.432	0.008	0
Gadd45a	3.60731713599205E-148	1.56956900754334	0.382	0.105	6.16598718055122E-144
Pax6	0	1.55970608397013	0.35	0.005	0
Vwa5b2	0	1.5053321537128	0.431	0.011	0
Cnot6l	8.61805600806416E-203	1.50076545233835	0.523	0.155	1.47308431345841E-198
Ffar2	0	1.48008390823243	0.401	0.042	0
Krt20	8.40086369055042E-37	1.46175293485867	0.327	0.178	1.43595963062578E-32
Pcsk1	0	1.45291866275093	0.462	0.032	0
Cxxc4	0	1.43933281408614	0.328	0.008	0
Tox3	3.09302142641029E-214	1.43848024732407	0.473	0.121	5.28690152416311E-210
Peg3	0	1.43123381767045	0.279	0.007	0
Arx	0	1.38427390682121	0.321	0.001	0
Chga	0	1.36855169902068	0.599	0.045	0
Tuba1a	0	1.36038603969567	0.436	0.036	0
Bex2	0	1.35979838238705	0.365	0.024	0
Cacna2d1	0	1.34462672312959	0.358	0.008	0
Scg3	0	1.3320262092922	0.301	0.006	0
Celf3	0	1.31531046994511	0.357	0.008	0
Fgd2	0	1.3117032566933	0.339	0.01	0
5330417C22Rik	1.92988452792679E-162	1.31012221565309	0.538	0.182	3.29875162358527E-158
Cited2	7.20749871638191E-82	1.2998797098117	0.456	0.223	1.23197775559116E-77
Prnp	0	1.29535350048543	0.356	0.013	0
Trim35	0	1.28620894375758	0.326	0.025	0
Gch1	1.10503558428531E-226	1.27837299173872	0.379	0.07	1.88883732421888E-222
Gm609	1.90585024882546E-274	1.27791827000341	0.416	0.071	3.25766983031736E-270
Nisch	1.32675950541942E-119	1.2747236163737	0.498	0.205	2.26783002261342E-115
Bambi	4.32650650255086E-286	1.26992277572174	0.347	0.047	7.39529756481018E-282
Junb	6.47378398095977E-53	1.26805165708622	0.46	0.276	1.10656389586545E-48
Selenop	8.51968505034208E-239	1.26029739594061	0.427	0.084	1.45626976565497E-234
Lgals3bp	2.45245768048221E-60	1.24847407596665	0.432	0.243	4.19198591324824E-56
