	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Agr2	0	1.90358521283745	0.984	0.611	0
Selenom	0	1.70012737275032	0.97	0.307	0
Spink4	0	1.53481445739654	0.987	0.862	0
Tff3	0	1.50792611136216	0.997	0.693	0
Guca2a	0	1.3650296341353	0.863	0.305	0
Txndc5	0	1.24557624620128	0.855	0.291	0
Fcgbp	0	1.24069891350481	0.966	0.324	0
Smim6	0	1.16402156585202	0.898	0.407	0
Fxyd3	0	1.13261825130408	0.919	0.425	0
Muc2	0	1.13215392924062	0.837	0.255	0
Tmsb10	0	1.03626700805861	0.98	0.797	0
Guca2b	0	1.01977445387102	0.668	0.209	0
Ccl9	0	1.00569117112039	0.498	0.092	0
Ccl6	1.76073415844279E-269	1.00512991090733	0.527	0.183	3.00962289702626E-265
Mmp7	0	0.958310496591765	0.549	0.161	0
Sh3bgrl3	0	0.924287216592357	0.941	0.711	0
Pdia6	9.85281429607176E-291	0.922172365027079	0.906	0.691	1.68414154762755E-286
Klf4	0	0.907671620598085	0.633	0.144	0
Tpsg1	0	0.894787703956253	0.598	0.109	0
Manf	1.10646977863068E-261	0.887383588173895	0.916	0.687	1.89128879261341E-257
Klk1	0	0.879650684292049	0.77	0.312	0
Dnajc10	0	0.878104841060047	0.603	0.163	0
Rnase1	8.06751884085359E-284	0.863149997670126	0.481	0.15	1.3789809954671E-279
Spdef	0	0.844002280523304	0.496	0.085	0
Fkbp11	0	0.827762412848314	0.579	0.166	0
Rnase4	2.73837523228336E-218	0.819531174866644	0.766	0.4	4.68070478454194E-214
Smim14	0	0.817738379427187	0.758	0.331	0
Atoh1	0	0.797650055638591	0.497	0.086	0
Stard10	0	0.780006441619501	0.965	0.791	0
Galnt12	0	0.779118382524037	0.647	0.218	0
Calr	9.50447434846879E-248	0.778441023610916	0.898	0.647	1.62459980038377E-243
Clca1	0	0.76673551291629	0.574	0.147	0
Kdelr2	5.63911854670831E-227	0.752621682555466	0.85	0.552	9.63894533188851E-223
Qsox1	0	0.747808279065284	0.619	0.187	0
Tspan13	0	0.738831426240701	0.646	0.225	0
Sdf2l1	2.702961864861E-218	0.733053206968111	0.605	0.277	4.62017271560691E-214
Rep15	0	0.731970257152113	0.606	0.131	0
Zg16	4.35092291561235E-161	0.7298095470388	0.878	0.764	7.43703253965619E-157
S100a6	0	0.72873876462213	0.559	0.16	0
Tpd52	1.71772753919073E-236	0.723964045398048	0.91	0.686	2.93611168273871E-232
Ssr2	2.12459835925586E-235	0.711957903954875	0.952	0.825	3.63157597547604E-231
Sec61b	2.85302885857589E-279	0.703725829923952	0.981	0.914	4.87668222796377E-275
Ostc	2.3012569279316E-201	0.701861301556512	0.887	0.664	3.93353846691348E-197
Gcnt3	0	0.694842277899391	0.505	0.103	0
Sec11c	2.76987014998067E-216	0.687002919502932	0.906	0.72	4.73453904736196E-212
Lgals2	0	0.686285322943725	0.999	0.995	0
Creb3l1	0	0.685309703126854	0.461	0.091	0
Nans	1.28923088903275E-192	0.683628545661598	0.779	0.481	2.20368235862369E-188
Pdia5	0	0.683075418525089	0.492	0.115	0
Slc12a8	0	0.672799848349757	0.557	0.13	0
Hsp90b1	1.13552233543299E-154	0.672313176204636	0.868	0.656	1.9409483279556E-150
Hspa5	4.09092248927003E-182	0.670516323944778	0.91	0.692	6.99261381090927E-178
Tsta3	7.99064209477861E-193	0.666117759149931	0.82	0.54	1.36584045326051E-188
Krt7	5.97021483362045E-217	0.65418929925988	0.806	0.468	1.02048882151074E-212
Selenos	8.95243631906916E-202	0.648859827837169	0.823	0.509	1.53023994001849E-197
Ang	1.33047000008958E-210	0.643960298801025	0.549	0.227	2.27417237115312E-206
Lrrc26	0	0.643590876204627	0.55	0.144	0
Galnt7	8.95288492843631E-263	0.643375967532057	0.543	0.195	1.53031662081762E-258
Herpud1	8.20691830492084E-203	0.631913477749485	0.616	0.28	1.40280854586012E-198
Tmed3	1.04059272751885E-191	0.630672106612681	0.716	0.388	1.77868514914796E-187
Serp1	6.76889825353544E-165	0.614536981106887	0.758	0.476	1.15700777847681E-160
Golm1	5.08442931699363E-158	0.613269040134321	0.652	0.356	8.69081503153722E-154
5330417C22Rik	0	0.610497012474895	0.57	0.163	0
Pdia3	8.04980824022797E-150	0.609785601703617	0.901	0.739	1.37595372250217E-145
