	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Chgb	0	7.52852667652623	0.991	0.086	0
Chga	0	6.7095121212755	0.989	0.045	0
Tac1	0	5.87749149708967	0.929	0.018	0
Reg4	8.33727557727856E-72	5.09876049415787	0.369	0.119	1.42509051442422E-67
Vim	0	4.3717991167611	0.856	0.01	0
Tph1	0	4.10335486884416	0.83	0.004	0
Gstt1	0	3.86199869176437	0.743	0.164	0
Sct	4.41896468313969E-261	3.39081083446912	0.803	0.21	7.55333633289068E-257
Pcsk1	0	3.01074403869395	0.748	0.032	0
Hmgn3	0	2.90122629519396	0.716	0.019	0
Selenop	0	2.77952265708107	0.798	0.081	0
Rab3c	0	2.75964595269269	0.651	0.003	0
Ddc	0	2.67304970791782	0.821	0.199	0
Scn3a	0	2.55980139746151	0.674	0.003	0
Bex3	1.629877331033E-191	2.49698422352851	0.782	0.303	2.7859493219347E-187
Bex2	0	2.4794402788996	0.64	0.023	0
Gch1	0	2.41405515884998	0.695	0.068	0
Fam183b	1.46079255142293E-307	2.34804351185303	0.773	0.169	2.49693270814722E-303
Parp1	1.24034148028618E-262	2.34730339959824	0.722	0.175	2.12011569225316E-258
Atf6	0	2.29680140556265	0.573	0.049	0
Cpe	0	2.27669627851781	0.651	0.02	0
Trpa1	0	2.23605352286454	0.374	0.001	0
Tpbg	0	2.21610671692238	0.44	0.015	0
Neurod1	0	2.19562269975385	0.606	0.019	0
Insm1	0	2.18529881713049	0.615	0.027	0
Pcsk1n	0	2.14804504058521	0.544	0.013	0
Fxyd6	0	2.12007350599783	0.491	0.006	0
Fev	0	2.11137742691579	0.589	0.009	0
Glud1	1.61617575212337E-100	2.01472697470667	0.745	0.472	2.76252921310447E-96
Cacna1a	0	1.95241727450928	0.601	0.052	0
Malat1	2.36655678901852E-212	1.9192967276474	1	0.99	4.04515551946935E-208
Rprml	0	1.88572695605402	0.507	0.013	0
Vwa5b2	0	1.88087906629953	0.539	0.014	0
Rgs2	6.219104358445E-192	1.87839121808177	0.394	0.058	1.063031507989E-187
S100a1	4.32460108867103E-79	1.87267130571246	0.583	0.284	7.39204064086539E-75
Aplp1	0	1.85815577851169	0.553	0.029	0
Fbxo9	1.42641631008021E-155	1.8557718703935	0.617	0.194	2.4381733988201E-151
Hepacam2	4.45313084483648E-201	1.84951113753061	0.702	0.185	7.61173655307899E-197
Cited2	2.72082285451947E-138	1.82916386116005	0.631	0.223	4.65070250523013E-134
Ttr	1.75551533055182E-60	1.82801159377648	0.546	0.282	3.00070235451222E-56
Rasal2	0	1.80138522947793	0.459	0.027	0
Slc18a1	0	1.79721187675082	0.463	0.011	0
Map1b	0	1.79441297364749	0.482	0.011	0
C230038L03Rik	0	1.78762450089367	0.307	0.001	0
Gfra3	0	1.78577043543083	0.502	0.023	0
Gars	4.04554318312354E-131	1.76906028266872	0.686	0.293	6.91504696291306E-127
Ids	0	1.7527966412863	0.495	0.026	0
Scg5	0	1.72937755422669	0.456	0.015	0
Lmx1a	0	1.72839594221245	0.443	0	0
Cdkn1a	6.22064715072453E-91	1.7141427752424	0.433	0.133	1.06329521747334E-86
Cyp4b1	0	1.70544434015923	0.427	0.015	0
Cplx2	0	1.69203265242906	0.477	0.02	0
Cryba2	0	1.68985623898291	0.456	0.017	0
Egr1	1.02995913525892E-125	1.68141805030068	0.537	0.159	1.76050914989808E-121
Itm2c	6.22539098259949E-129	1.66875007805499	0.518	0.148	1.06410608065573E-124
Ffar2	0	1.66593972956612	0.461	0.045	0
Neurog3	0	1.66423611080531	0.271	0.015	0
Gpx3	0	1.66218994532019	0.323	0.005	0
Pkdcc	4.04593378088964E-157	1.65638694550408	0.532	0.135	6.91571461167466E-153
Krt7	1.08646799782292E-90	1.62757878249745	0.768	0.487	1.85709974867872E-86
Lcorl	1.62190740545885E-116	1.6157334707485	0.514	0.16	2.7723263281508E-112
Prnp	0	1.60709240805547	0.431	0.015	0
Dst	0	1.5893407572679	0.424	0.031	0
Junb	2.19749042748837E-60	1.58450817582134	0.546	0.277	3.75617038770587E-56
Atp6v1b2	7.96919222520815E-169	1.57407596504214	0.5	0.11	1.36217402705483E-164
Btg2	8.13676949347907E-90	1.56467989322525	0.523	0.195	1.39081800952038E-85
Nkx2-2	0	1.56069445762564	0.445	0.019	0
Jun	1.52128777423545E-58	1.55668660961939	0.635	0.386	2.60033719250065E-54
Ddt	5.438420966338E-63	1.55487013155089	0.736	0.594	9.29589295776154E-59
Ncald	2.48099593352518E-192	1.5540417436754	0.479	0.089	4.24076634917458E-188
Golim4	5.4989281514508E-118	1.55140081887785	0.5	0.15	9.39931788927486E-114
Slc25a35	2.34621751305903E-213	1.54590707360427	0.452	0.071	4.0103895950718E-209
Lhx1	0	1.50096159369298	0.356	0.003	0
Pam	0	1.48253503641578	0.415	0.025	0
Nisch	4.6405779051295E-95	1.48107593282506	0.541	0.207	7.93213981323786E-91
Amigo2	0	1.47886571379848	0.323	0.003	0
Pdk3	5.08034216862654E-176	1.45633376211272	0.452	0.087	8.68382886883334E-172
Gspt1	2.78815098284922E-24	1.45127698955103	0.557	0.488	4.76578647498418E-20
Camk2n1	1.9775039800634E-97	1.45100343139351	0.53	0.19	3.38014755312238E-93
Peg3	0	1.4473376202936	0.294	0.01	0
Ptprn2	0	1.4405248929496	0.401	0.02	0
Gnai2	1.03294410065952E-87	1.43700346550328	0.713	0.422	1.76561135125731E-83
Cnot6l	5.55456406983201E-98	1.43269928731443	0.484	0.16	9.49441636456386E-94
Cacna2d1	0	1.42997208754706	0.383	0.012	0
Maged1	2.2236246070387E-151	1.41727236728266	0.461	0.101	3.80084154081125E-147
Ssbp2	0	1.40804085405375	0.312	0.009	0
Lgals3bp	2.05890438611085E-51	1.40224713458098	0.482	0.245	3.51928526717927E-47
Rasd1	9.19885214080777E-233	1.3940136055095	0.305	0.028	1.57235979642827E-228
Ppp1r14c	0	1.3919956561337	0.397	0.021	0
Mtch1	1.68718064000176E-99	1.38899319185224	0.826	0.623	2.88389786795502E-95
S100a13	2.24381649672068E-90	1.38860979026324	0.521	0.188	3.83535553784466E-86
Resp18	0	1.36166942302259	0.264	0.007	0
Tm4sf4	7.95942120389532E-115	1.35711217164104	0.619	0.205	1.36050386638183E-110
Fam49b	5.54003578088954E-70	1.34294810299001	0.53	0.252	9.46958316027449E-66
Rimbp2	0	1.33638638127938	0.369	0.011	0
Hspa4l	3.59790025086058E-125	1.33500349922143	0.408	0.092	6.149890898796E-121
Itpr3	1.44022998135485E-75	1.32630838995138	0.381	0.12	2.46178510712984E-71
Runx1t1	0	1.3250242606957	0.321	0.01	0
Fos	1.82509678438336E-67	1.32391513361229	0.511	0.212	3.11963793354647E-63
Hopx	1.80178010590256E-51	1.32312184553936	0.716	0.579	3.07978273501925E-47
Rfx6	0	1.31973004614351	0.36	0.01	0
Ptbp3	1.88487462954627E-64	1.31835558684882	0.583	0.321	3.22181620428344E-60
Marcks	1.61035541805316E-69	1.31827287397498	0.603	0.316	2.75258051607826E-65
Eid1	2.00686953043156E-95	1.31423661387233	0.459	0.145	3.43034208836666E-91
Anxa6	0	1.30850541119071	0.339	0.007	0
Mical2	1.13147378964884E-271	1.3074098916801	0.362	0.035	1.93402814864677E-267
Slc38a11	0	1.30551627464562	0.31	0	0
Gng12	2.30386796074439E-54	1.30423106551398	0.617	0.407	3.93800150530039E-50
Smim22	4.51899500011315E-77	1.30342931293043	0.778	0.577	7.72431815369341E-73
Phip	1.05308802625654E-69	1.29945605601118	0.431	0.161	1.80004336328031E-65
Atp2b1	4.57861922745572E-67	1.29121015034943	0.564	0.291	7.82623384549007E-63
Tspan1	2.87732592814086E-65	1.28824784500805	0.654	0.374	4.91821320897118E-61
Zbtb20	3.83292106451867E-141	1.28197594823217	0.401	0.08	6.55161197558175E-137
Slc26a2	4.42248881875038E-93	1.27754682902362	0.383	0.102	7.55936013789002E-89
Celf3	0	1.27138570859811	0.381	0.012	0
Serpinb1a	6.53904360932122E-80	1.25847246265881	0.865	0.713	1.11771872414128E-75
Rogdi	5.53718041963358E-154	1.25821137451276	0.353	0.058	9.46470249127968E-150
Cdkn1c	1.83254125298068E-183	1.25692585298367	0.33	0.041	3.13236276371987E-179
Cox7a2l	5.89585650239407E-80	1.25266190826125	0.874	0.801	1.00777875195422E-75
Pik3r1	9.279218004949E-67	1.2501514913055	0.486	0.21	1.58609673358593E-62
Mapk14	2.56877108023649E-103	1.24800749727291	0.339	0.075	4.39080040744823E-99
Tulp4	1.78436892251483E-57	1.24357363277669	0.454	0.199	3.0500217992546E-53
Marcksl1	2.11376980192029E-111	1.2420131290646	0.459	0.123	3.61306672242235E-107
Gcc2	2.08857323842275E-41	1.22676007975971	0.61	0.45	3.56999823643601E-37
Hpcal1	4.089179512673E-83	1.2213737087174	0.466	0.166	6.98963454101197E-79
Cystm1	2.95728476317288E-91	1.21734701578384	0.874	0.772	5.0548868456914E-87
Cldn4	4.16205273332818E-195	1.21484058827896	0.333	0.04	7.11419673707786E-191
Snap25	0	1.20546592121015	0.307	0.003	0
Upb1	7.47516896618028E-139	1.19149155741331	0.342	0.059	1.27773063138919E-134
Rhoc	1.63636773950774E-86	1.1886114658622	0.372	0.1	2.79704337714058E-82
Dusp16	2.15641024892229E-137	1.1812189434914	0.365	0.068	3.68595203848286E-133
Myo15b	4.24330516424765E-63	1.17796434796432	0.404	0.148	7.25308151724851E-59
Baiap3	0	1.1726301571877	0.266	0.006	0
Ptov1	8.2244701973201E-47	1.16944469762905	0.587	0.386	1.40580869082792E-42
Qdpr	1.49617329209472E-44	1.16450025918497	0.631	0.458	2.5574090081775E-40
Me2	1.61486850254814E-16	1.16415642088126	0.562	0.525	2.76029473140554E-12
Slc25a4	3.88863070797642E-61	1.15568089764485	0.44	0.178	6.6468364691441E-57
Syn2	0	1.15059616209134	0.282	0.003	0
Pard3	7.85409047967817E-88	1.14868051913509	0.349	0.089	1.34249968569139E-83
Fosb	2.36033593297513E-60	1.14800427693397	0.323	0.098	4.03452221023438E-56
Cul3	8.84213159011681E-49	1.14395202213306	0.491	0.265	1.51138555269867E-44
Mid1ip1	4.29481126874118E-39	1.1436256701608	0.477	0.274	7.34112090165931E-35
Etnk1	3.93408996087116E-76	1.1423637608001	0.383	0.118	6.72453997011708E-72
Gng4	0	1.12157594665442	0.273	0.007	0
Asph	2.82901461593245E-43	1.11825849496955	0.415	0.194	4.83563468301334E-39
Ddx5	5.31580316866698E-81	1.11369428702449	0.888	0.829	9.08630235620247E-77
Gadd45g	1.84974390816237E-49	1.11186584246914	0.321	0.112	3.16176726222194E-45
Casz1	1.10468038875639E-60	1.10746829577343	0.356	0.12	1.8882301885013E-56
Scg3	0	1.10030028595972	0.278	0.01	0
AC149090.1	6.16351685265943E-46	1.09327703595401	0.472	0.245	1.05352993562508E-41
Rundc3a	0	1.09169617767654	0.282	0.013	0
Rock1	4.73516446687103E-36	1.08909879603427	0.516	0.341	8.09381662322264E-32
Cda	5.01395856454097E-52	1.08896650781802	0.757	0.587	8.57035937436988E-48
Ubc	1.18179053592906E-43	1.0846386998478	0.752	0.673	2.02003456306353E-39
Cyb5r3	8.56410238164302E-43	1.07804513109727	0.592	0.383	1.46386202009424E-38
Rap1gap2	1.81330726345219E-208	1.07674950731918	0.333	0.038	3.09948610541882E-204
Kmt2a	4.25513733354003E-57	1.07418960005687	0.333	0.111	7.27330624421998E-53
Ets1	0	1.073790148684	0.261	0.012	0
Taf1	1.47317515194257E-42	1.07031696932233	0.284	0.104	2.51809828721543E-38
Pycr2	5.80413235891192E-42	1.06889345599075	0.436	0.222	9.92100344108815E-38
Camk2b	6.37271424935604E-251	1.06870751021364	0.282	0.022	1.08928804664243E-246
Acly	3.40359118058746E-62	1.0674701551641	0.36	0.12	5.81775840497815E-58
Onecut2	3.00623967146053E-31	1.06354066506567	0.427	0.25	5.13856547042748E-27
Ece1	8.38288726734272E-97	1.06306245600595	0.323	0.071	1.43288692060689E-92
Cxxc5	1.80065102800155E-125	1.05277491413482	0.321	0.056	3.07785280216305E-121
Neat1	2.80350941743313E-45	1.05111936010104	0.489	0.25	4.79203864721845E-41
Ttll7	2.72539847060478E-276	1.05014697609798	0.294	0.022	4.65852360580476E-272
Prkar1a	1.76656435297341E-37	1.04995369589924	0.569	0.406	3.01958844853744E-33
Cdkn1b	4.92976469029625E-37	1.04548155861704	0.408	0.215	8.42644678512338E-33
H1fx	5.06650060290642E-100	1.04442571067442	0.255	0.044	8.66016948054794E-96
Mtss1	2.23757801315169E-93	1.04418678940767	0.349	0.085	3.82469209788018E-89
Mnx1	7.65508410530283E-152	1.04190448061226	0.305	0.044	1.30848352611941E-147
Gadd45a	5.78772990944681E-65	1.03948418423526	0.346	0.108	9.89296673421744E-61
Jak1	1.09637190554508E-33	1.03855151623238	0.392	0.209	1.87402849814821E-29
Gnao1	0	1.03442530039263	0.259	0.008	0
Rnasek	4.03843038414139E-42	1.03381661453744	0.697	0.583	6.90288905561288E-38
Tceal9	5.85288810170477E-40	1.02147413369457	0.679	0.527	1.0004341632244E-35
