	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Ccl5	0	8.67206251749892	0.851	0.004	0
Gzma	0	8.24450162508127	0.723	0.005	0
Cd3g	0	5.20028405101729	0.851	0.001	0
Gzmb	0	5.16232930066808	0.66	0.001	0
Cd7	0	4.73184878266724	0.713	0.001	0
Nkg7	0	4.56274934056818	0.745	0.001	0
Cd52	0	4.29812642774653	0.766	0.001	0
Fcer1g	0	4.08820463436805	0.5	0.001	0
AW112010	2.71540732544214E-71	4.0153623739004	0.883	0.274	4.64144574137825E-67
Trbc2	0	3.83866679670554	0.606	0.001	0
Tyrobp	0	3.79543365319543	0.362	0.001	0
Srgn	0	3.77427660706319	0.713	0.001	0
Rgs1	0	3.72962709971494	0.574	0	0
Cd8a	0	3.72273966185185	0.574	0.001	0
Klrd1	0	3.6219497062298	0.511	0	0
Cd3e	0	3.58904400052975	0.67	0	0
Cd3d	0	3.57235219012761	0.649	0	0
Coro1a	0	3.32057084921698	0.617	0.001	0
Rac2	0	3.26315684534858	0.628	0.01	0
Ctsw	0	3.26151686473276	0.511	0	0
Arhgdib	0	3.18163924574949	0.66	0	0
Trbc1	0	3.06454968958002	0.33	0	0
Trdc	0	3.04417574984989	0.404	0	0
Ptprc	0	2.99785013555696	0.574	0.003	0
Hcst	0	2.98790149549133	0.479	0.012	0
Fxyd5	0	2.77445467594317	0.5	0.002	0
Cd160	0	2.72453486619988	0.394	0	0
Shisa5	1.27536101242389E-32	2.718588411615	0.596	0.211	2.17997457853615E-28
Tcrg-C2	0	2.69385490220024	0.404	0	0
Gimap4	0	2.69117227299271	0.436	0	0
Mbnl1	3.87788108204801E-21	2.68578454130754	0.511	0.214	6.62846213354466E-17
Gimap7	0	2.59378080014441	0.415	0	0
Tcrg-C1	0	2.54681209413465	0.287	0	0
H2-D1	5.61141421614762E-36	2.4925844798759	0.883	0.761	9.59159031966113E-32
Lsp1	0	2.46100864131751	0.362	0	0
Junb	2.02965771552574E-15	2.4274667771405	0.521	0.281	3.46929393314815E-11
H2-Q7	1.19915021410823E-81	2.39453917876941	0.404	0.037	2.04970746097519E-77
Rinl	0	2.37794620640376	0.351	0.003	0
Trgv2	0	2.36073364269566	0.319	0	0
Ptprcap	0	2.35219262119288	0.394	0	0
Gimap3	0	2.33520354874136	0.351	0.001	0
Tmsb4x	1.69350987141833E-57	2.31382802051448	1	0.982	2.89471642321535E-53
Ptpn18	6.30080959551432E-24	2.30688665808118	0.543	0.218	1.07699738416126E-19
Limd2	1.20530545075471E-90	2.28553405137986	0.383	0.03	2.06022860697503E-86
Cst7	0	2.24794806016317	0.33	0	0
Gimap6	0	2.24296440317466	0.351	0.001	0
Trac	0	2.22710169747072	0.319	0.001	0
Cd37	0	2.21804052186649	0.33	0.003	0
Btg1	8.8087291308367E-14	2.21302105234195	0.511	0.296	1.50567607033392E-09
Lat	0	2.21084109267569	0.277	0	0
Tcrg-C4	0	2.19052084054708	0.33	0	0
Dapk2	2.70337639079651E-11	2.17684624354057	0.404	0.205	4.62088126478848E-07
Malat1	5.17982398608092E-54	2.16758697172563	1	0.99	8.85387313940812E-50
H2-K1	2.94339127897547E-25	2.15805673396201	0.798	0.744	5.03113871315277E-21
Itm2b	1.35387506775415E-29	2.12757728698758	0.851	0.85	2.31417865331218E-25
Laptm5	0	2.05539996885419	0.298	0.001	0
Gpsm3	0	2.05269533836775	0.287	0.001	0
Abi3	1.8110739494843E-59	2.02337878811521	0.319	0.031	3.09566870185351E-55
Selplg	0	1.99708898757776	0.309	0	0
Itgae	0	1.95406259215155	0.255	0.002	0
Sept1	7.94176856852888E-48	1.95344605064376	0.34	0.044	1.35748650141864E-43
Skap1	0	1.91801671005626	0.287	0.002	0
Actn2	0	1.89079871639953	0.266	0	0
Ypel3	6.11321183375681E-09	1.87777059431679	0.34	0.168	0.000104493129874
Gimap1	1.54836752698622E-08	1.85471055760404	0.383	0.22	0.000264662461388
B2m	1.93869574174697E-16	1.8539795190077	0.723	0.737	3.3138126313681E-12
Actb	3.68945904522292E-34	1.84619530198649	0.926	0.975	6.30639234599954E-30
Cd48	0	1.8375616640706	0.287	0	0
Fyb	2.34390132974954E-29	1.82422701294309	0.287	0.047	4.00643054294089E-25
Fam189b	1.40536300928315E-129	1.81755522099318	0.255	0.009	2.40218699176769E-125
Cnn2	6.8640800537309E-87	1.77349205240138	0.287	0.017	1.17327720358422E-82
Sh3bgrl3	5.88140792033352E-15	1.72861286030603	0.723	0.728	1.00530905582261E-10
Ndfip1	2.50320794057729E-05	1.71202870938305	0.447	0.389	0.427873333282876
Pnrc1	0.000218762427785	1.70476901858239	0.415	0.366	1
Lcp1	4.82575639137695E-29	1.66818123258481	0.266	0.042	8.24866539978062E-25
S100a11	6.35724762251643E-07	1.65638057298117	0.511	0.454	0.010866443361167
Psmb8	3.1929359601338E-07	1.60464440437461	0.574	0.586	0.005457685436657
Gimap5	4.37474961215334E-28	1.59437625033925	0.255	0.04	7.4777595120537E-24
Mbd2	0.042242676482739	1.58976742279907	0.383	0.438	1
Pmepa1	3.02552206582747E-07	1.47414022818228	0.255	0.115	0.005171524867119
Ntan1	0.235192920802423	1.47356295302787	0.266	0.285	1
H2-T23	0.079048004608903	1.46810808145257	0.277	0.266	1
Ostf1	0.08266773691106	1.46747446395427	0.33	0.356	1
Saraf	0.011651799291432	1.42135989591606	0.277	0.227	1
Rabac1	0.253640224815932	1.36479935926131	0.309	0.358	1
Sept7	0.074007312236829	1.35284889506699	0.394	0.478	1
Phf3	0.066919524975023	1.31150904249323	0.266	0.248	1
Ddx5	5.81390766330467E-15	1.29831705297389	0.766	0.83	9.93771236888668E-11
Actr3	0.013076823736915	1.26286514269376	0.479	0.612	1
Cyba	0.046136359286199	1.2585661781681	0.447	0.546	1
Arpc1b	4.08019556111858E-06	1.25424042602523	0.628	0.788	0.0697427827262
Epsti1	0.543163670604855	1.2520665466182	0.234	0.268	1
Ly6e	0.035740185054938	1.23875361433586	0.457	0.567	1
Med10	0.20571040433622	1.22454657890706	0.255	0.262	1
mt-Nd3	0.060402472214584	1.21397479077879	0.394	0.453	1
Tmsb10	3.62730669889402E-09	1.21377532585468	0.723	0.81	6.20015534041954E-05
Prr13	0.146794351537434	1.15389087143942	0.383	0.479	1
Myl12a	0.888474522170257	1.14946920714915	0.351	0.543	1
Leprotl1	0.664577947923553	1.1470905565943	0.223	0.261	1
Idnk	0.427248293827677	1.12537388267818	0.223	0.338	1
Rbm39	0.176892895991759	1.10815922054913	0.5	0.758	1
Grcc10	0.018162526292679	1.10566278790332	0.5	0.663	1
Tsc22d4	0.987548211652821	1.10330475500556	0.223	0.287	1
Efhd2	0.557982308169341	1.0961181550814	0.245	0.285	1
Smpdl3a	0.84132044073227	1.05916811874234	0.213	0.257	1
Atp6v0e	0.013988725437181	1.0583564189852	0.489	0.628	1
Capzb	0.47366564936856	1.01969604633209	0.394	0.559	1
Fam49b	0.635106960648922	1.01911453386043	0.223	0.257	1
Ddx24	0.057797151354347	1.01205143794715	0.277	0.522	1
Gnai2	0.538759149533863	0.997887132669362	0.33	0.427	1
Pfn1	2.14686874315973E-09	0.97949776326078	0.798	0.947	3.66964274268292E-05
Tmem134	0.203683671585935	0.949686522495423	0.255	0.431	1
Rnf187	0.213480658135446	0.941827814699115	0.255	0.422	1
Hectd1	0.580096754647632	0.930385118470067	0.191	0.266	1
Srrm2	0.062567503551612	0.923815060435312	0.521	0.749	1
Rnasek	0.785275018700708	0.91905188958126	0.372	0.586	1
Tmem160	0.74902521070656	0.915285350076926	0.277	0.399	1
Gm42418	3.00598152445314E-20	0.914786404694353	0.936	0.983	5.13812421974775E-16
Selenow	0.399294241431224	0.911000991733645	0.372	0.644	1
Cotl1	0.767080189761704	0.909854139640354	0.287	0.415	1
Os9	0.526946618278681	0.909548560823969	0.181	0.251	1
Ctsd	0.236649064610938	0.903339924774474	0.213	0.345	1
Rsbn1l	0.97329118334301	0.899971155586769	0.202	0.25	1
Ppp1ca	0.002483547299976	0.897526894743474	0.574	0.787	1
Pfdn5	4.07232801263738E-07	0.89736488143684	0.681	0.877	0.006960830272001
Trmt112	0.665665530019509	0.889738992525121	0.383	0.556	1
Dnajc8	0.1577690765688	0.88303801166685	0.266	0.464	1
Arpc5	0.554917267026268	0.87431187285516	0.34	0.551	1
Rap1b	0.588305071258205	0.87325029294591	0.202	0.279	1
Med30	0.410203147105582	0.87136592341434	0.17	0.25	1
Hp1bp3	0.459742854491727	0.869358295842734	0.181	0.258	1
Pnn	0.330843733745618	0.864065913097413	0.266	0.426	1
H2-Eb1	0.00288182408593	0.858687959641881	0.128	0.305	1
Paip2	0.245037252347929	0.845070954409471	0.298	0.508	1
Syf2	0.252143276320659	0.844577667945751	0.213	0.337	1
Ubc	0.791880000354224	0.843491070975554	0.436	0.675	1
Mcl1	0.574999698718632	0.832838908820028	0.245	0.358	1
Cd74	2.79010522559185E-10	0.832098386984146	0.181	0.584	4.76912686210416E-06
Luc7l2	0.116722225097785	0.829744576113479	0.255	0.451	1
Bnip3l	0.354990656026541	0.827138484141248	0.213	0.325	1
Nsd1	0.235604272492132	0.818527838379768	0.181	0.288	1
Ube3a	0.060539299593996	0.81600633673718	0.149	0.278	1
Kmt2e	0.875127550342485	0.811942992421567	0.202	0.26	1
Commd7	0.055784834403971	0.802622867467832	0.16	0.299	1
Supt4a	0.294335368089628	0.800404699835293	0.277	0.452	1
Tprgl	0.856782841661807	0.790714511591839	0.213	0.274	1
Plekhj1	0.106542869688884	0.788774940077708	0.223	0.394	1
