	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Rbp2	0	1.96699687577097	0.892	0.342	0
Arg2	0	1.93313187660808	0.871	0.273	0
Fabp1	0	1.79316706066347	0.842	0.364	0
Smim24	0	1.58001417195417	0.976	0.721	0
St3gal4	0	1.5040244599771	0.766	0.195	0
2200002D01Rik	0	1.4658807078409	0.938	0.558	0
Krt19	0	1.45155389804498	0.997	0.916	0
Dmbt1	0	1.4098629717293	0.87	0.413	0
Gna11	0	1.34099700000646	0.879	0.497	0
Prap1	0	1.30186007046238	0.977	0.772	0
Gpx1	0	1.29291499049667	0.979	0.872	0
Serpinb6a	0	1.28477031212666	0.926	0.555	0
Adh6a	1.96794868276821E-288	1.26118223100799	0.41	0.121	3.3638146834557E-284
Car4	0	1.23682840874663	0.578	0.15	0
Aldob	0	1.2270792838571	0.907	0.607	0
Glod5	0	1.21534688447426	0.871	0.471	0
Cda	0	1.21505325840737	0.896	0.566	0
Rbp7	0	1.21497269807562	0.697	0.255	0
Fth1	0	1.20148568362664	0.999	0.996	0
Sis	0	1.19575675010301	0.623	0.142	0
Ces2e	0	1.18654625763311	0.682	0.21	0
Khk	0	1.18052620619193	0.739	0.315	0
Ccl25	0	1.16782802807669	0.946	0.683	0
Marc2	0	1.163573402078	0.948	0.748	0
Reg1	2.0566380293973E-268	1.1419674414698	0.42	0.132	3.5154113836488E-264
Akr1c19	0	1.113215280212	0.653	0.218	0
Ldha	0	1.10474202418552	0.983	0.842	0
Pycard	0	1.09943479112674	0.992	0.9	0
Cox7a1	0	1.09193430403842	0.61	0.181	0
Mdh2	0	1.08473758792458	0.979	0.9	0
Casp6	0	1.0724800481797	0.694	0.341	0
Mgst3	0	1.0553320273405	0.971	0.828	0
Tm4sf5	0	1.01597234219347	0.935	0.696	0
Ckmt1	0	1.0134811952416	0.883	0.625	0
Lgals3	0	1.00721808303668	0.584	0.182	0
Mgst1	0	1.0049092700883	0.951	0.682	0
Sult1b1	0	0.992775091993677	0.649	0.252	0
Hist1h2bc	3.30943100350738E-265	0.979024112050109	0.807	0.468	5.65681041429517E-261
Chp2	0	0.956398634036385	0.507	0.118	0
Cdkn2b	0	0.944641147416618	0.526	0.134	0
Prpsap1	2.81177544121098E-280	0.941885843507914	0.725	0.399	4.80616776166193E-276
Plac8	0	0.937549549851029	0.98	0.92	0
Dgat1	4.32995244828494E-290	0.931515084866841	0.694	0.342	7.40118771985345E-286
Phgr1	0	0.92937022099889	0.993	0.92	0
Gstm3	4.91994330488702E-285	0.92520343347039	0.491	0.17	8.40965909104338E-281
Sult1d1	2.15489612795392E-278	0.91902260152088	0.73	0.387	3.68336395151164E-274
Cyp4f14	0	0.904381882932062	0.522	0.152	0
Prxl2b	3.46272210352031E-274	0.902772388089866	0.741	0.397	5.91883089154726E-270
S100g	1.28497076286782E-151	0.90156352415192	0.316	0.114	2.19640052496997E-147
Krt8	0	0.884676657645943	0.998	0.981	0
S100a10	0	0.881213551519187	0.975	0.844	0
Dbi	0	0.877398104443774	0.996	0.962	0
Chchd10	0	0.871038082356572	0.978	0.868	0
Tm6sf2	0	0.864141060945144	0.525	0.161	0
Akr1c13	1.72876047732235E-247	0.860706931109216	0.703	0.389	2.9549702838871E-243
Fabp2	0	0.858384744621974	0.98	0.845	0
Prdx1	0	0.854217611272237	0.993	0.957	0
Cox5a	0	0.853202159585858	0.994	0.961	0
Uqcrfs1	0	0.851398559363203	0.954	0.822	0
Lypd8	0	0.851169830723956	0.99	0.911	0
Agpat2	5.3496752702897E-270	0.843695196221192	0.64	0.29	9.14419993950619E-266
Ndufb10	0	0.837761500357764	0.968	0.863	0
Slc51a	0	0.837350665406059	0.48	0.112	0
Aadac	3.10128315437493E-239	0.828704939957624	0.586	0.268	5.30102329577306E-235
Maoa	1.19287508639185E-271	0.824476646257328	0.618	0.272	2.03898138516958E-267
Serpinb1a	5.56669119327632E-271	0.819290862541946	0.918	0.7	9.51514525666722E-267
Cyc1	0	0.812791261974547	0.971	0.866	0
Cycs	2.46582800975577E-290	0.810926777244489	0.934	0.766	4.21483981707554E-286
Pkm	1.90415184703595E-204	0.810853605694255	0.842	0.617	3.25476675213854E-200
Sdhb	1.80235263160489E-287	0.809690087065547	0.942	0.786	3.08076135320224E-283
Aldoa	4.32538518730465E-254	0.799274250514431	0.898	0.682	7.39338090065983E-250
Anxa2	1.12698092422673E-238	0.797658318786394	0.786	0.435	1.92634849378074E-234
Fahd1	1.67034803522331E-216	0.797371266046573	0.67	0.374	2.85512589660721E-212
Gapdh	0	0.78251908175828	0.974	0.909	0
Txndc17	2.75462473923784E-257	0.777207978066078	0.926	0.769	4.70848006677925E-253
Aamdc	1.31310117480571E-202	0.776309446464305	0.711	0.438	2.2444838380954E-198
Atp5o	0	0.775427577638875	0.989	0.945	0
Ppa1	4.5899974141895E-271	0.774930814976394	0.934	0.79	7.84568258007411E-267
Txn1	0	0.77339059059151	0.996	0.963	0
Cyb5a	4.22826695879716E-264	0.772399039831219	0.926	0.783	7.22737671267198E-260
Atp5k	0	0.769133855379793	0.98	0.916	0
Myl12b	1.21922366557066E-257	0.763448061498578	0.921	0.786	2.08401901155992E-253
