	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Ube2c	0	1.70229684220809	0.957	0.367	0
Birc5	0	1.51805418027182	0.977	0.356	0
Rbp7	0	1.34730848013155	0.835	0.237	0
Dmbt1	0	1.29819632542417	0.936	0.402	0
H2afx	0	1.29553688826127	0.933	0.401	0
Hmgb2	0	1.28578197585998	1	0.677	0
Pclaf	0	1.24713397177842	0.922	0.348	0
Hist1h1b	0	1.22448737039579	0.767	0.293	0
Tubb4b	0	1.17660365115348	0.995	0.744	0
Ube2s	0	1.11440276594622	0.99	0.651	0
Top2a	0	1.11194416839407	0.836	0.271	0
Cdca3	0	1.10012219165981	0.898	0.317	0
Hist1h2ap	0	1.06203149011253	0.765	0.283	0
Cdk1	0	1.06036617719607	0.821	0.253	0
Arl6ip1	0	1.01624277797849	0.94	0.58	0
Cks2	0	1.01080806867927	0.939	0.437	0
Cdca8	0	0.981168579201581	0.85	0.283	0
H2afz	0	0.962478095141108	1	0.945	0
Nusap1	0	0.955436731587005	0.684	0.158	0
Prc1	0	0.952694050248711	0.684	0.16	0
Cenpa	0	0.948469937475604	0.776	0.255	0
Spc24	0	0.905921005107179	0.859	0.336	0
Pycard	0	0.894392043411776	1	0.898	0
H1f0	0	0.881800275687999	0.941	0.606	0
Tk1	0	0.877418218883143	0.779	0.269	0
Pbk	0	0.851128387586848	0.714	0.199	0
Hist1h1e	0	0.84183772385812	0.741	0.345	0
Smc4	0	0.820857642614326	0.784	0.285	0
Cdc20	0	0.809949632868951	0.657	0.189	0
Aurka	0	0.808853119211795	0.602	0.131	0
Cenpf	0	0.794534453518591	0.678	0.198	0
Smc2	0	0.786195930882032	0.758	0.251	0
Tuba1b	0	0.781490179067281	0.874	0.403	0
Tyms	0	0.762928073847162	0.828	0.389	0
Lsm3	0	0.752622303389193	0.862	0.431	0
Hist1h2ae	0	0.750335286020952	0.695	0.295	0
Arg2	0	0.744177608663934	0.743	0.278	0
Ccdc34	0	0.741381762763615	0.975	0.633	0
Sfn	0	0.736454006415732	0.829	0.386	0
Aurkb	0	0.734723011099395	0.569	0.131	0
Ccna2	0	0.722933119113233	0.631	0.164	0
Ldha	0	0.715879761614888	0.998	0.84	0
Cycs	0	0.70783911482423	0.984	0.759	0
Ccnb2	0	0.699705002683732	0.711	0.267	0
Lsm2	0	0.694465068769339	0.896	0.497	0
Calm2	0	0.683317956612476	0.997	0.887	0
Smim24	4.08721176161165E-294	0.680974047222066	0.978	0.718	6.9862710641228E-290
Cdkn3	0	0.680818330698454	0.575	0.184	0
Ran	0	0.680101201055765	1	0.868	0
Mrpl51	6.21826794050567E-293	0.67408645962473	0.942	0.635	1.06288853907063E-288
Ranbp1	4.74805435368982E-287	0.667878719920355	0.989	0.771	8.11584930676201E-283
Krt19	0	0.66519262863261	1	0.915	0
Mrpl18	1.46455537654829E-297	0.663827786183035	0.969	0.692	2.503364505134E-293
Hmmr	0	0.655410177022125	0.533	0.111	0
Glod5	1.53060391521406E-299	0.65398654080476	0.88	0.465	2.61626127227539E-295
Cdk2ap2	1.37030817431229E-264	0.651750080783265	0.873	0.513	2.342267762352E-260
Rrm2	0	0.648667792250115	0.509	0.136	0
Esco2	0	0.639690546580572	0.487	0.117	0
Spc25	0	0.631238742491444	0.506	0.111	0
Nucks1	7.7002751494699E-250	0.628612691000286	0.937	0.604	1.31620803129889E-245
Cmc2	0	0.628223459111172	0.704	0.274	0
Cyc1	0	0.619030730611143	0.998	0.863	0
Cnih4	7.34138666483152E-249	0.61670277377368	0.874	0.516	1.25486322261965E-244
Csrp2	1.51667107382641E-262	0.610312994326362	0.992	0.791	2.59244586649148E-258
Gm43305	9.03009113902036E-115	0.608212075681682	0.588	0.339	1.54351347839275E-110
Tuba1c	0	0.604910652031001	0.624	0.232	0
Ywhah	3.41450820986225E-242	0.602083298172744	0.899	0.562	5.83641888311754E-238
Prap1	4.64853500556696E-245	0.601556437113003	0.987	0.768	7.94574088501561E-241
Jpt1	1.22737583285028E-251	0.599892852962518	0.985	0.815	2.09795351109099E-247
Cenpw	0	0.598610835627543	0.726	0.303	0
Gna11	8.86694249500779E-263	0.597805779225362	0.882	0.492	1.51562648067168E-258
Mki67	0	0.591428741768068	0.586	0.172	0
Ndufa5	1.6876539943749E-269	0.588905906236101	0.994	0.817	2.88470697258502E-265
Dek	1.5890426209084E-194	0.587908926458752	0.895	0.56	2.71615055191872E-190
Cks1b	0	0.586802352140821	0.653	0.248	0
H3f3b	0	0.586793620625493	1	0.984	0
Mrpl12	1.21643675213884E-264	0.586329163230922	0.99	0.819	2.07925534043092E-260
Cox5a	0	0.584895715169766	1	0.96	0
Pgam1	1.60400128382008E-228	0.582359004608187	0.929	0.616	2.74171939443366E-224
Ddx39	1.97795512134757E-232	0.58195638592145	0.901	0.565	3.38091868891941E-228
Snrpd1	6.91699277577299E-218	0.577854259488781	0.971	0.724	1.18232157516288E-213
Ccnb1	0	0.577551123572836	0.508	0.136	0
Atp5g1	0	0.576811230376473	1	0.977	0
Ndufab1	9.02264873703652E-292	0.573149864880697	0.996	0.877	1.54224134862165E-287
Knl1	0	0.565361085332252	0.484	0.112	0
Dbi	0	0.563833986918774	1	0.962	0
Tomm40	1.45536308371419E-216	0.560009835125315	0.894	0.566	2.48765211899267E-212
Plk1	0	0.557011807977947	0.467	0.103	0
Mgst1	4.1449865843352E-223	0.551409504084841	0.979	0.677	7.08502556860417E-219
Hspd1	7.55041005181189E-203	0.549105526104826	0.995	0.832	1.29059159015621E-198
Lmnb1	4.33605597672689E-277	0.546562070514204	0.651	0.262	7.41162048101928E-273
Uqcrfs1	4.54216833090455E-245	0.544603012792862	0.99	0.817	7.76392832801514E-241
Gsr	4.79241550142241E-207	0.541046395880697	0.769	0.412	8.19167581658132E-203
Ndufa8	3.52424900373214E-220	0.540675677815758	0.977	0.771	6.02399882207934E-216
Kif11	0	0.54012507481585	0.452	0.108	0
Hint1	0	0.53958426465644	1	0.953	0
Alyref	1.31068884716095E-201	0.530234561611189	0.837	0.49	2.24036044645221E-197
