	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Zg16	0	5.44590577258674	0.951	0.75	0
Fcgbp	0	4.76977989639078	0.995	0.293	0
Muc2	0	4.39996081815405	0.993	0.211	0
Tff3	0	4.33900547960765	1	0.68	0
Clca1	0	4.30660818639498	0.823	0.099	0
Agr2	0	4.24791590875663	0.998	0.594	0
Spink4	0	4.03666852362007	1	0.855	0
Guca2a	0	3.91714455918051	0.967	0.268	0
Ccl6	0	3.41810679280573	0.732	0.143	0
Klk1	0	3.05306545520317	0.941	0.272	0
S100a6	0	3.05285504231481	0.724	0.123	0
Mptx1	0	2.85891758123866	0.25	0.028	0
Rep15	0	2.77705367970224	0.876	0.078	0
Selenom	0	2.72024947330177	0.987	0.277	0
Txndc5	0	2.30971915006378	0.926	0.258	0
Fxyd3	0	2.30268966528791	0.961	0.399	0
Ramp1	0	2.26156456151349	0.758	0.085	0
Tmsb10	0	2.18701532959884	0.986	0.789	0
Tpsg1	0	2.17785879446795	0.787	0.065	0
Ifi27l2b	0	2.12986811005332	0.881	0.606	0
Smim6	0	2.05279776812543	0.926	0.383	0
AW112010	0	2.04985541267706	0.688	0.226	0
Lrrc26	0	2.01840470666417	0.768	0.1	0
Ccl9	0	1.97363015523394	0.557	0.068	0
Scin	0	1.95005211473984	0.663	0.06	0
Fkbp11	0	1.87311832636032	0.702	0.133	0
Smim14	0	1.84420604865224	0.847	0.302	0
Mmp7	0	1.83367317831873	0.506	0.15	0
Klf4	0	1.77470885079467	0.719	0.113	0
Tspan13	0	1.7547458042273	0.771	0.191	0
Qsox1	0	1.72118785324253	0.741	0.153	0
Slc12a8	0	1.69114000295735	0.689	0.095	0
Neat1	0	1.65991837175056	0.643	0.206	0
Calr	0	1.63587263912838	0.929	0.633	0
Hspa5	0	1.63373695804386	0.939	0.679	0
Hepacam2	0	1.61382000664338	0.758	0.124	0
Pdia6	0	1.60855506447616	0.923	0.68	0
Tmed3	0	1.60217755618498	0.82	0.362	0
Rrbp1	0	1.5740879676201	0.91	0.609	0
Manf	0	1.5563573707971	0.913	0.677	0
Gm1123	0	1.54868807888369	0.915	0.711	0
Sh3bgrl3	0	1.54593012426242	0.911	0.705	0
Fos	0	1.54408601376424	0.561	0.175	0
Selenos	0	1.52507040173404	0.853	0.492	0
Bace2	0	1.51779917581861	0.596	0.048	0
Stard10	0	1.50016395261146	0.973	0.783	0
Galnt12	0	1.48973280520704	0.716	0.191	0
Gcnt3	0	1.48271482277162	0.627	0.071	0
Tpd52	0	1.47977408869439	0.924	0.675	0
Guca2b	0	1.46475465264898	0.588	0.199	0
Rnase1	1.85746232835591E-234	1.44669494574375	0.379	0.148	3.17496035785876E-230
Hgfac	0	1.44517052634837	0.555	0.061	0
Tm4sf4	0	1.44029709360989	0.67	0.156	0
Nupr1	0	1.43607209134481	0.524	0.082	0
Gfpt1	0	1.43015205218018	0.68	0.23	0
P4hb	0	1.42625202938966	0.863	0.519	0
Cgref1	0	1.42384401424019	0.639	0.187	0
Tspan1	0	1.41542695661497	0.754	0.333	0
Dnajc10	0	1.41486418773942	0.632	0.141	0
Spdef	0	1.40045454229556	0.561	0.059	0
Atoh1	0	1.38521029744292	0.552	0.061	0
5330417C22Rik	0	1.37201456939621	0.644	0.137	0
Serp1	0	1.35823444079246	0.803	0.458	0
Gsta4	6.59610457253993E-277	1.34187635470549	0.41	0.162	1.12747215458425E-272
Wars	0	1.33613246576755	0.622	0.162	0
S100a13	0	1.32921886408109	0.623	0.141	0
Galnt7	0	1.31866284300662	0.625	0.171	0
Sec61b	0	1.3162831733551	0.971	0.913	0
Sec11c	0	1.31418405409354	0.914	0.711	0
Asph	0	1.31082220511791	0.605	0.148	0
Lypd8	0	1.30566909014654	0.981	0.909	0
Capn9	0	1.29186541892514	0.48	0.028	0
Slc50a1	0	1.28978720632088	0.73	0.349	0
Rab27b	0	1.28642015367967	0.572	0.116	0
Kdelr2	0	1.28119530741861	0.836	0.541	0
Krt18	0	1.28046536486964	0.991	0.901	0
Pdia3	0	1.27042972719046	0.906	0.731	0
Pla2g10	0	1.26018835381324	0.493	0.036	0
Hdlbp	0	1.2592082389894	0.789	0.479	0
Bcas1	0	1.25597226822133	0.492	0.026	0
C1galt1c1	0	1.25365602604366	0.602	0.181	0
Ostc	0	1.24976717337142	0.879	0.656	0
P2rx4	0	1.24363962917653	0.55	0.109	0
Gale	0	1.22513173528533	0.72	0.367	0
Pdia5	0	1.22076787726601	0.525	0.095	0
Tsta3	0	1.2111658802239	0.825	0.527	0
Hpd	0	1.19158943733697	0.466	0.065	0
Muc13	0	1.19100621840697	0.9	0.677	0
Lgals2	0	1.17387830145714	0.999	0.995	0
Ssr2	0	1.16872951056487	0.938	0.822	0
Cmpk1	0	1.1685108772056	0.861	0.646	0
Creb3l1	0	1.16148069891602	0.484	0.072	0
Hsp90b1	0	1.15699856283193	0.877	0.646	0
Creb3l4	0	1.1532464786085	0.492	0.061	0
Serpina1b	0	1.1525880278718	0.281	0.03	0
Krt20	0	1.13702199235527	0.544	0.138	0
Rnase4	0	1.13438900965152	0.747	0.386	0
Anxa13	0	1.12765070205639	0.701	0.291	0
Rpn1	0	1.1244580445132	0.765	0.474	0
Reep5	0	1.11707776574922	0.659	0.145	0
Gde1	0	1.11041700748534	0.476	0.063	0
Car8	0	1.10202768550075	0.554	0.17	0
Foxa3	0	1.09414432199144	0.588	0.197	0
