"x"
"1" "chr16-30048870-30053981"
"2" "chr15-67467363-67468048"
"3" "chr5-129123522-129124412"
"4" "chr8-26840126-26841781"
"5" "chr7-130042125-130045121"
"6" "chr1-178600209-178601607"
"7" "chr17-65548501-65549176"
"8" "chr18-57604094-57605473"
"9" "chr8-35193751-35194302"
"10" "chr8-23731307-23733385"
"11" "chr16-44665406-44666972"
"12" "chr6-134292309-134293036"
"13" "chr7-96901920-96905075"
"14" "chr13-53338742-53339671"
"15" "chr19-32362231-32363087"
"16" "chr9-35412234-35413440"
"17" "chr6-134091256-134092022"
"18" "chr11-83882450-83884157"
"19" "chr16-90180973-90182283"
"20" "chr10-24380807-24381240"
"21" "chr13-34128232-34132526"
"22" "chr7-90026361-90027074"
"23" "chr15-67514985-67515788"
"24" "chr16-32559289-32559974"
"25" "chr5-35672126-35674917"
"26" "chr6-82756062-82758852"
"27" "chr1-51996308-51997508"
"28" "chr6-52417277-52417925"
"29" "chr19-24606346-24608508"
"30" "chr14-79981094-79982262"
"31" "chr13-98593613-98595664"
"32" "chr18-44623093-44625421"
"33" "chr4-95132778-95134489"
"34" "chr13-22063463-22063840"
"35" "chr17-78495884-78496362"
"36" "chr17-83997681-84001673"
"37" "chr3-57574819-57576791"
"38" "chr17-70780719-70781995"
"39" "chr17-48723111-48725236"
"40" "chr2-154641111-154643116"
"41" "chr14-79259032-79260738"
"42" "chr2-152588375-152589535"
"43" "chr6-55354055-55359102"
"44" "chr2-26500353-26504797"
"45" "chr19-14424252-14427156"
"46" "chr18-80475956-80476516"
"47" "chr18-57647854-57649769"
"48" "chr8-83189488-83190195"
"49" "chr3-101648089-101648775"
"50" "chr4-135539802-135540486"
"51" "chrX-166565452-166566436"
"52" "chr9-27191654-27192494"
"53" "chr3-94679162-94679891"
"54" "chr12-24734468-24735522"
"55" "chr7-142926864-142929267"
"56" "chr1-165849202-165850515"
"57" "chr7-114990967-114991746"
"58" "chr15-68286905-68288417"
"59" "chr1-181289111-181289781"
"60" "chr5-76154465-76155326"
"61" "chr4-63037425-63038575"
"62" "chr12-103241682-103243451"
"63" "chr2-150823703-150824894"
"64" "chr4-34917397-34918036"
"65" "chr12-58624712-58625640"
"66" "chr2-168643183-168644073"
"67" "chr2-57235173-57235920"
"68" "chr12-89811810-89812763"
"69" "chr12-35932736-35933347"
"70" "chr18-78122608-78125296"
"71" "chr9-96785343-96786530"
"72" "chr12-44241056-44241584"
"73" "chr6-86699397-86700343"
"74" "chr4-98105793-98107714"
"75" "chr17-66356929-66358827"
"76" "chr9-66212433-66214213"
"77" "chr17-31965450-31966152"
"78" "chr8-108706929-108708133"
"79" "chr2-30620537-30621154"
"80" "chr6-87388714-87389739"
"81" "chr1-165852272-165854105"
"82" "chr1-31094619-31095408"
