"x"
"1" "chr5-97995995-97997144"
"2" "chr1-194308480-194309021"
"3" "chr3-37695888-37696180"
"4" "chr13-48436438-48437864"
"5" "chr7-141697615-141700813"
"6" "chr18-24101397-24102957"
"7" "chr7-141754121-141757360"
"8" "chr17-25369969-25371378"
"9" "chr2-3678918-3679163"
"10" "chr3-129649969-129650681"
"11" "chr4-145146958-145148056"
"12" "chr9-39253482-39253800"
"13" "chr8-93159406-93160009"
"14" "chr10-112983717-112984241"
"15" "chr5-67815482-67816134"
"16" "chr8-125741726-125742552"
"17" "chr4-140854245-140855009"
"18" "chr13-38559375-38559879"
"19" "chr7-90284684-90285567"
"20" "chr10-96220775-96221111"
"21" "chr2-3659252-3660102"
"22" "chr14-72750474-72751226"
"23" "chr4-6472737-6473163"
"24" "chr17-73918790-73919468"
"25" "chr10-79607212-79608953"
"26" "chr8-75154711-75156212"
"27" "chr4-40933062-40935185"
"28" "chr8-12940267-12942015"
"29" "chr1-52683579-52684776"
"30" "chr15-59058913-59059599"
"31" "chr17-4769085-4770409"
"32" "chr12-98974127-98974732"
"33" "chr1-153957821-153958469"
"34" "chr8-124576080-124577236"
"35" "chr10-37275268-37276736"
"36" "chr7-129937008-129938795"
"37" "chr9-75263887-75265118"
"38" "chr14-99487972-99488680"
"39" "chr7-90322459-90323341"
"40" "chr12-108885409-108887830"
"41" "chr2-77056126-77056535"
"42" "chr8-123781078-123781853"
"43" "chr8-93928806-93929904"
"44" "chr12-33003459-33004066"
"45" "chr2-128257407-128258021"
"46" "chr2-84402857-84403083"
"47" "chrX-108722325-108722745"
"48" "chr1-175607959-175608242"
"49" "chr13-29091975-29092456"
"50" "chr10-3756029-3756369"
"51" "chr12-52702282-52702987"
"52" "chr8-10856860-10858271"
"53" "chr6-127356195-127357042"
"54" "chr12-112490319-112491556"
"55" "chr14-23834691-23834943"
"56" "chr8-81849849-81850423"
"57" "chr1-183378325-183378984"
"58" "chr4-148947172-148948961"
"59" "chr10-13476991-13477347"
"60" "chr2-132989723-132990677"
"61" "chr7-141689361-141690943"
"62" "chr10-119074798-119076526"
"63" "chr16-33512367-33513099"
"64" "chr12-35965999-35967142"
"65" "chr4-142062815-142063671"
"66" "chr1-154042148-154043382"
"67" "chr7-98329931-98330987"
"68" "chr18-80643608-80644638"
"69" "chr13-9073734-9074340"
"70" "chr10-60762051-60762489"
"71" "chr19-32214913-32215663"
"72" "chr18-86352744-86353810"
"73" "chr13-20512368-20512803"
"74" "chr17-5622172-5623752"
"75" "chr19-10434797-10436935"
"76" "chr1-162016931-162017197"
"77" "chr11-8653506-8654414"
"78" "chr13-38385913-38386169"
"79" "chr11-43536396-43536520"
"80" "chr3-100429630-100429964"
"81" "chr3-9051880-9052411"
"82" "chr17-27734209-27735311"
"83" "chr17-74429902-74430630"
"84" "chr15-75085307-75087241"
"85" "chr2-169742336-169742737"
"86" "chr12-116483268-116487177"
"87" "chr7-46566190-46566878"
"88" "chr11-19221464-19221844"
"89" "chr13-69598914-69599429"
"90" "chr17-27740864-27742031"
"91" "chr7-139280230-139282369"
"92" "chr6-82875309-82876061"
"93" "chr13-100284056-100284457"
"94" "chr3-27941393-27941932"
"95" "chr14-14670601-14671698"
"96" "chr6-90534574-90535105"
"97" "chr1-143548634-143548951"
"98" "chr15-62041812-62042436"
"99" "chr8-69047561-69048157"
"100" "chr6-59021912-59023014"
"101" "chr15-85310930-85311414"
"102" "chr13-110643250-110644101"
"103" "chr16-85160084-85160620"
"104" "chr18-78768115-78768486"
"105" "chr4-130838371-130839035"
"106" "chr11-74901117-74902019"
"107" "chr5-118052063-118052597"
"108" "chr7-68408368-68409189"
"109" "chr18-3806532-3806688"
"110" "chr4-57246119-57246330"
"111" "chr12-32017079-32018910"
"112" "chr2-135571495-135572057"
"113" "chr1-191277139-191278316"
"114" "chr10-93126019-93126425"
"115" "chr2-147931701-147932633"
"116" "chr16-85033710-85034533"
"117" "chr2-33256775-33257232"
"118" "chr5-65514553-65515422"
"119" "chr4-105560661-105561062"
"120" "chr18-65220509-65221132"
"121" "chr3-145029515-145030045"
"122" "chr12-17661331-17662163"
"123" "chr9-80118931-80119244"
"124" "chr7-112345659-112346091"
"125" "chr5-123986528-123987833"
"126" "chr5-73129908-73130769"
"127" "chr15-28393781-28393992"
"128" "chr16-97399537-97400442"
"129" "chr10-5910091-5910347"
"130" "chr11-16737196-16737770"
"131" "chr7-112593547-112594076"
"132" "chr10-119010641-119012119"
"133" "chr17-42935085-42935413"
"134" "chr2-140742962-140743465"
"135" "chr1-128602120-128602594"
"136" "chr8-107002388-107003164"
"137" "chr6-121138140-121138812"
"138" "chr13-38554167-38555307"
"139" "chr1-93373505-93374228"
"140" "chr13-100418954-100419740"
"141" "chr15-44689519-44690445"
"142" "chr2-171491563-171491697"
"143" "chr13-108097031-108097317"
"144" "chr16-93546058-93546855"
"145" "chr1-127424741-127425676"
"146" "chr3-85209779-85210861"
"147" "chr6-49364897-49365298"
"148" "chr2-104130066-104130532"
"149" "chr17-72902217-72905076"
"150" "chr6-78503844-78504236"
"151" "chr5-24347381-24349054"
"152" "chr5-104513203-104513450"
"153" "chr7-29391618-29393661"
"154" "chr5-108452450-108452903"
"155" "chr1-183363148-183364003"
"156" "chr3-144089514-144090130"
"157" "chr1-131084022-131085016"
"158" "chr7-90362665-90363307"
"159" "chr8-117136746-117138075"
"160" "chr4-8733736-8734232"
"161" "chr9-57441542-57441862"
"162" "chr4-55066576-55066807"
"163" "chr10-111522827-111523119"
"164" "chr10-34385640-34385982"
"165" "chr10-20257185-20257559"
"166" "chr6-93819847-93820307"
"167" "chr12-25232362-25233372"
"168" "chr13-117929837-117930171"
"169" "chr17-11032393-11032691"
"170" "chr14-57374906-57375601"
"171" "chr9-98994199-98994690"
"172" "chr1-171539994-171541598"
"173" "chr1-118622676-118623473"
"174" "chr5-130218223-130218825"
"175" "chr6-48465052-48468062"
"176" "chr18-78495309-78496163"
"177" "chr12-104888036-104888976"
"178" "chr5-97029753-97029942"
"179" "chr5-35020781-35021273"
"180" "chr10-111526993-111527366"
"181" "chr1-133950402-133950915"
"182" "chr7-75353070-75353267"
"183" "chr9-85391336-85392065"
"184" "chr16-63319415-63319974"
"185" "chr9-9290838-9291061"
"186" "chr7-64949533-64949803"
"187" "chr13-51726072-51726635"
"188" "chr4-94745655-94746914"
"189" "chr12-31194357-31195011"
"190" "chr6-147032283-147032703"
"191" "chr1-155809539-155810852"
"192" "chr14-105701549-105701755"
"193" "chr8-127036665-127036894"
"194" "chr17-64577345-64578031"
"195" "chr6-3479780-3480343"
"196" "chr9-83572539-83573908"
"197" "chr13-59225894-59226256"
"198" "chr8-106191611-106192108"
"199" "chr6-108527429-108529662"
"200" "chr3-104811502-104812163"
"201" "chr17-5964832-5965854"
"202" "chr14-121967032-121967470"
"203" "chr2-139788513-139788921"
"204" "chr13-96962768-96963261"
"205" "chr6-24622129-24622404"
"206" "chr1-190446655-190449004"
"207" "chr4-108841929-108842558"
"208" "chr1-58953712-58954395"
"209" "chr8-61341660-61342512"
"210" "chr2-170427639-170429456"
"211" "chr17-16808733-16808966"
"212" "chr5-28793700-28795783"
"213" "chr14-47093371-47093968"
"214" "chr1-69444681-69445015"
"215" "chr1-39963841-39965061"
"216" "chr12-105561109-105561566"
"217" "chr5-15791670-15792510"
"218" "chr1-13118716-13119160"
"219" "chr8-45001481-45002179"
"220" "chr10-83493159-83493410"
"221" "chr4-138736723-138737928"
"222" "chr15-62112378-62112818"
"223" "chr3-98203152-98203733"
"224" "chr10-121263411-121264271"
"225" "chr5-53961079-53962635"
"226" "chr4-55486079-55487231"
"227" "chr2-3641056-3641565"
"228" "chr11-3900323-3900730"
"229" "chr4-137650667-137651427"
"230" "chr10-28524414-28524653"
"231" "chr16-35488719-35491247"
"232" "chr2-58000705-58002010"
"233" "chr9-108991225-108992635"
"234" "chr13-46875368-46875801"
"235" "chr2-134852902-134853124"
"236" "chr12-73316450-73316549"
"237" "chr16-13729098-13730450"
"238" "chr5-72652737-72653788"
"239" "chr2-92027712-92028664"
"240" "chr1-43463087-43464664"
"241" "chr8-108764412-108765211"
"242" "chr2-80314705-80316275"
"243" "chr8-61824377-61825089"
"244" "chr7-100106743-100107079"
"245" "chr19-53485024-53485309"
"246" "chr5-73103506-73104146"
"247" "chr1-179169700-179170226"
"248" "chr17-27749113-27749989"
"249" "chr10-98504499-98504838"
"250" "chr4-139386788-139387439"
"251" "chr17-64677024-64678065"
"252" "chr7-141692625-141694503"
"253" "chr2-91636631-91637315"
"254" "chr14-32190682-32191073"
"255" "chr11-32720415-32720813"
"256" "chr1-93376969-93377738"
"257" "chr9-83615961-83616782"
"258" "chr18-60659766-60661890"
"259" "chr8-127449009-127449493"
"260" "chr10-116205679-116206033"
"261" "chr7-101316488-101317382"
"262" "chr6-12772785-12773169"
"263" "chr19-28205637-28206109"
"264" "chr16-44165153-44165593"
"265" "chr6-143535156-143535753"
"266" "chr7-110784473-110785557"
"267" "chr5-44151183-44152008"
"268" "chr3-121556118-121556813"
"269" "chr5-64088713-64089143"
"270" "chr10-108088819-108089137"
"271" "chr4-63071030-63072299"
"272" "chr14-76765387-76765577"
"273" "chr12-111896710-111897608"
"274" "chr18-70099841-70100224"
"275" "chr16-85074861-85075746"
"276" "chr12-25181404-25181702"
"277" "chr11-58916863-58917632"
"278" "chr18-76072008-76072811"
"279" "chr5-113283812-113284544"
"280" "chr8-12036317-12036741"
"281" "chr7-129765677-129766586"
"282" "chr1-179913102-179913856"
"283" "chr1-10337801-10338084"
"284" "chr17-28593979-28594295"
"285" "chr7-28113674-28114229"
"286" "chr1-91490400-91490773"
"287" "chr7-89483862-89484184"
"288" "chr15-27618855-27619194"
"289" "chr1-132693971-132694303"
"290" "chr10-120164209-120164419"
"291" "chr3-142725264-142726017"
"292" "chr10-80280700-80283993"
"293" "chr6-34865564-34866353"
"294" "chr1-170323530-170324679"
"295" "chr10-121520747-121521569"
"296" "chr3-148837165-148837495"
"297" "chr11-97769598-97770194"
"298" "chr2-179768674-179769488"
"299" "chr17-72795341-72796199"
"300" "chr12-16865900-16866245"
"301" "chr3-57277421-57277899"
"302" "chr5-33699902-33700813"
"303" "chr4-47060807-47061332"
"304" "chr17-47888999-47890174"
"305" "chr14-54993693-54993950"
"306" "chr3-122887497-122888962"
"307" "chr8-12925704-12926618"
"308" "chr7-65802217-65804286"
"309" "chr18-73536309-73536741"
"310" "chr7-129954896-129955725"
"311" "chr9-105522685-105523598"
"312" "chr6-146746989-146747476"
"313" "chr9-61808154-61809546"
"314" "chr6-146488746-146489265"
"315" "chr5-140662536-140665479"
"316" "chr18-44390936-44391225"
"317" "chr6-127329843-127330982"
"318" "chr3-145088097-145088624"
"319" "chr11-105464620-105465149"
"320" "chr3-153113201-153113551"
"321" "chr9-114851555-114852210"
"322" "chr8-125604471-125605566"
"323" "chr16-10979142-10980047"
"324" "chr10-93184865-93185303"
"325" "chr13-48314722-48314858"
"326" "chr1-132297858-132299566"
"327" "chr14-87426529-87426698"
"328" "chr12-69890153-69890896"
"329" "chr2-163493653-163494429"
"330" "chr2-122360191-122363036"
"331" "chr2-158508693-158511101"
"332" "chr9-45504389-45506030"
"333" "chr17-27737598-27739389"
"334" "chr3-82728517-82728695"
"335" "chr11-29614169-29614625"
"336" "chr8-74870573-74870930"
"337" "chr5-111935290-111935846"
"338" "chr2-131029450-131029788"
"339" "chr13-97406605-97407165"
"340" "chr9-73070800-73071516"
"341" "chr8-127256513-127256912"
"342" "chr8-12927263-12929398"
"343" "chr10-58405345-58406348"
"344" "chr6-127566178-127566749"
"345" "chr7-28088990-28089646"
"346" "chr7-67212021-67212476"
"347" "chr8-10619642-10620257"
"348" "chr10-60042469-60043010"
"349" "chr11-12872359-12873223"
"350" "chr9-15505242-15507973"
"351" "chr6-127591343-127592024"
"352" "chr2-115776986-115777268"
"353" "chr7-101488855-101489435"
"354" "chr17-5082196-5083330"
"355" "chr7-66963509-66963991"
"356" "chr10-3940885-3941893"
"357" "chr8-56410445-56410812"
"358" "chr2-179192775-179194220"
"359" "chr7-110302804-110303427"
"360" "chr5-123694485-123694775"
"361" "chr13-28519363-28520451"
"362" "chr8-123341029-123342678"
"363" "chr18-84119058-84119559"
"364" "chr1-97918447-97918915"
"365" "chr7-101453036-101453973"
"366" "chr6-64727467-64730436"
"367" "chr7-141281538-141282031"
"368" "chr16-38284596-38285141"
"369" "chr19-4718777-4719871"
"370" "chr8-26627487-26628000"
"371" "chr3-122860543-122861493"
"372" "chr16-10663673-10664875"
"373" "chr1-155013625-155014530"
"374" "chr18-67460279-67461320"
"375" "chr4-149281991-149282484"
"376" "chr14-100283395-100287157"
"377" "chr6-101214702-101215906"
"378" "chr12-24845185-24846001"
"379" "chr7-129965244-129966328"
"380" "chr3-137855397-137856417"
"381" "chr17-31130846-31131745"
"382" "chr12-55569766-55570022"
"383" "chr16-96201859-96202253"
"384" "chr16-5176992-5177199"
"385" "chr12-76820342-76821111"
"386" "chr14-23966225-23966692"
"387" "chr5-147001649-147002180"
"388" "chr17-43036154-43036288"
"389" "chr2-62513494-62514214"
"390" "chr5-113037832-113038145"
"391" "chr13-109481307-109482022"
"392" "chr10-86380630-86381019"
"393" "chr2-170431352-170431970"
"394" "chr9-75423689-75424073"
"395" "chr2-180460685-180461874"
"396" "chr10-39535164-39536507"
"397" "chr2-76427651-76428222"
"398" "chr5-75676663-75677210"
"399" "chr11-50138219-50138881"
"400" "chr17-28709157-28709889"
"401" "chr6-122825898-122826933"
"402" "chr16-57923358-57924450"
"403" "chr7-126625318-126625935"
"404" "chr1-151713843-151714051"
"405" "chr17-43118952-43119781"
"406" "chr12-33433788-33434163"
"407" "chr19-4261262-4261773"
"408" "chr5-127632017-127633837"
"409" "chr1-52687266-52688246"
"410" "chr7-25840897-25841311"
"411" "chr13-24602893-24604024"
"412" "chr12-91551910-91552629"
"413" "chr1-46888072-46889024"
"414" "chr8-27206353-27207291"
"415" "chr12-17575312-17576862"
"416" "chr1-184351788-184352167"
"417" "chr10-120168145-120168908"
"418" "chr1-194987698-194988099"
"419" "chr17-15076687-15078403"
"420" "chr11-66982741-66983888"
"421" "chr10-121795600-121796816"
"422" "chr12-35981601-35982277"
"423" "chr6-127586031-127587088"
"424" "chr17-56372033-56374061"
"425" "chr2-132643115-132643709"
"426" "chr14-121780165-121780502"
"427" "chr11-57747111-57747804"
"428" "chr6-99011794-99012475"
"429" "chr2-172006134-172006456"
"430" "chr1-134018456-134018949"
"431" "chr2-144013524-144014644"
"432" "chr7-35386348-35387104"
"433" "chr1-77172512-77172834"
"434" "chr13-55399465-55400918"
"435" "chr11-105424595-105425266"
"436" "chr4-119633304-119633828"
"437" "chr14-75606002-75607045"
"438" "chrX-142577511-142577932"
"439" "chr4-73047825-73048299"
"440" "chr17-15326273-15326897"
"441" "chr3-101447155-101447556"
"442" "chr17-50331293-50332290"
"443" "chr6-99968750-99969499"
"444" "chr7-130834218-130835895"
"445" "chr8-114484287-114485048"
"446" "chr16-92332813-92333056"
"447" "chr10-76261407-76261929"
"448" "chr1-39430031-39430558"
