chr1	3514592	3515578
chr1	3670608	3672692
chr1	4028980	4029622
chr1	4491828	4493275
chr1	4496500	4497471
chr1	4537317	4538784
chr1	4543854	4544995
chr1	4571410	4572231
chr1	4598426	4598840
chr1	4763268	4763610
chr1	4773587	4773672
chr1	4775110	4776026
chr1	4780145	4780372
chr1	4784161	4784542
chr1	4785322	4786022
chr1	4801477	4802892
chr1	4807387	4808471
chr1	4842101	4842615
chr1	4857263	4858532
chr1	5018736	5020290
chr1	5022881	5023089
chr1	5082847	5083677
chr1	5108777	5108990
chr1	5170402	5170862
chr1	6065412	6065840
chr1	6188242	6188867
chr1	6213981	6215549
chr1	6272293	6272551
chr1	6282527	6282758
chr1	6344280	6344404
chr1	6358997	6359589
chr1	6382633	6383196
chr1	6406381	6406745
chr1	6441311	6441639
chr1	6510105	6511253
chr1	6624443	6624754
chr1	6658319	6658764
chr1	6668480	6668836
chr1	6904569	6905123
chr1	6906352	6906737
chr1	6973683	6974289
chr1	7088266	7089961
chr1	7205971	7207010
chr1	7313529	7313935
chr1	7388575	7388969
chr1	7397044	7398643
chr1	7412055	7412257
chr1	7414123	7414492
chr1	7495314	7495657
chr1	7498956	7499508
chr1	7502359	7502794
chr1	9127750	9128209
chr1	9148899	9149362
chr1	9208774	9209548
chr1	9299780	9299888
chr1	9381044	9381290
chr1	9535718	9536318
chr1	9541208	9541678
chr1	9544928	9546712
chr1	9547827	9548344
chr1	9563726	9565715
chr1	9573272	9573553
chr1	9627360	9627798
chr1	9699729	9701265
chr1	9703085	9703423
chr1	9747340	9749006
chr1	9772782	9773122
chr1	9780218	9780730
chr1	9797769	9798666
chr1	9847840	9848889
chr1	9943589	9944447
chr1	9947333	9948077
chr1	9967000	9968387
chr1	9981712	9982010
chr1	9983006	9983387
chr1	9988527	9988820
chr1	10002502	10002692
chr1	10007265	10007379
chr1	10008968	10009163
chr1	10037449	10038432
chr1	10039296	10040474
chr1	10089568	10089823
chr1	10123897	10124579
chr1	10142739	10143325
chr1	10198070	10198300
chr1	10226958	10227256
chr1	10231596	10233646
chr1	10254153	10255385
chr1	10256557	10257878
chr1	10285353	10285971
chr1	12820162	12820257
chr1	12875431	12875845
chr1	12990324	12992959
chr1	13052200	13052382
chr1	13118749	13119084
chr1	13289995	13290183
chr1	13293368	13293612
chr1	13301350	13301925
chr1	13304936	13305389
chr1	13324851	13324862
chr1	13363725	13364082
chr1	13367639	13367821
chr1	13372013	13374833
chr1	13426399	13427258
chr1	13561566	13561903
chr1	13588900	13590369
chr1	13639639	13639864
chr1	13659711	13661055
chr1	13668490	13670057
chr1	13699656	13699783
chr1	13706533	13706676
chr1	14755434	14755446
chr1	15275777	15275795
chr1	15286466	15287469
chr1	15453931	15454180
chr1	15582292	15582662
chr1	15631311	15631592
chr1	15791951	15792012
chr1	15805292	15806457
chr1	15816935	15817080
chr1	15883818	15884183
chr1	15892409	15892952
chr1	15902380	15902608
chr1	15908554	15909223
chr1	16092922	16093566
chr1	16103943	16106646
chr1	16125559	16125969
chr1	16171779	16172937
chr1	16177598	16178147
chr1	16227676	16228912
chr1	16234796	16235689
chr1	16240931	16241475
chr1	16260607	16260878
chr1	16509065	16509325
chr1	16518571	16520232
chr1	16618404	16619724
chr1	16656352	16657860
chr1	16664940	16665755
chr1	16688131	16688980
chr1	17096788	17098297
chr1	17489571	17489623
chr1	17506029	17507066
chr1	20617895	20618259
chr1	20819872	20820684
chr1	20856871	20857853
chr1	20863651	20864293
chr1	20870867	20871420
chr1	20890267	20891463
chr1	20933500	20933800
chr1	20935255	20935570
chr1	20939082	20939374
chr1	20940192	20940544
chr1	20951254	20952005
chr1	21014521	21014833
chr1	21072789	21073425
chr1	21078330	21079912
chr1	21132483	21132518
chr1	21166139	21167111
chr1	21218351	21219072
chr1	21220928	21221093
chr1	21227653	21228146
chr1	21228668	21229548
chr1	21231627	21232206
chr1	21240436	21240574
chr1	21271405	21272048
chr1	21324222	21324718
chr1	21326617	21327152
chr1	21327978	21328375
chr1	21344223	21345172
chr1	21960669	21961619
chr1	22747227	22747645
chr1	22805843	22806296
chr1	23228478	23228903
chr1	23255702	23257333
chr1	23382637	23383815
chr1	23761925	23763256
chr1	23792830	23793055
chr1	23827115	23827455
chr1	23836538	23836900
chr1	23860928	23861329
chr1	23872190	23872589
chr1	23899197	23899725
chr1	23917106	23918266
chr1	23921525	23922670
chr1	23958888	23959672
chr1	24005263	24005999
chr1	24090639	24090965
chr1	24097394	24097984
chr1	24099534	24100953
chr1	24102371	24102851
chr1	24107362	24108729
chr1	24113010	24113271
chr1	24137102	24137451
chr1	24230460	24230827
chr1	24236440	24236662
chr1	24249155	24249498
chr1	24286292	24287562
chr1	24292409	24292928
chr1	24294945	24296266
chr1	24302730	24303092
chr1	24374932	24375278
chr1	24385845	24386266
chr1	24437462	24437875
chr1	24586740	24586753
chr1	24612282	24613352
chr1	24633790	24634112
chr1	24677903	24679482
chr1	24693740	24693846
chr1	24699425	24700808
chr1	24752704	24753015
chr1	25642670	25643076
chr1	26686004	26688434
chr1	27719093	27719120
chr1	28178264	28178320
chr1	30851020	30851157
chr1	30852104	30852197
chr1	30872777	30874271
chr1	30937620	30937651
chr1	30948365	30950595
chr1	31017290	31017880
chr1	31019179	31019982
chr1	31023102	31023835
chr1	31027329	31027493
chr1	31033849	31034338
chr1	31042803	31043204
chr1	31050128	31050703
chr1	31051637	31052030
chr1	31058642	31059499
chr1	31088882	31089063
chr1	31094710	31095328
chr1	31138331	31138760
chr1	31153840	31154350
chr1	31156173	31156566
chr1	32172522	32173006
chr1	33669437	33670711
chr1	33714890	33715144
chr1	33719615	33720481
chr1	33742884	33743179
chr1	33756367	33758750
chr1	33813930	33814812
chr1	33907779	33908273
chr1	33990801	33991245
chr1	34011264	34011938
chr1	34061173	34061492
chr1	34120088	34121712
chr1	34122875	34123382
chr1	34140063	34140591
chr1	34164687	34164972
chr1	34218387	34218750
chr1	34236343	34236824
chr1	34250950	34251477
chr1	34259995	34260357
chr1	34290255	34290550
chr1	34433099	34435297
chr1	34438882	34440334
chr1	34459264	34460745
chr1	34462681	34463162
chr1	34464528	34464562
chr1	34472546	34473617
chr1	34481914	34482618
chr1	34485799	34486283
chr1	34536995	34537330
chr1	34579402	34579922
chr1	34738562	34739021
chr1	34750376	34750782
chr1	34801466	34802688
chr1	34819693	34819694
chr1	34828539	34828828
chr1	34842476	34843359
chr1	34849705	34852130
chr1	34858577	34859225
chr1	34867216	34867592
chr1	35862543	35862566
chr1	35875209	35875498
chr1	35926448	35926488
chr1	35930867	35931498
chr1	35934684	35934856
chr1	36013710	36014111
chr1	36064704	36065335
chr1	36067947	36069929
chr1	36071122	36071870
chr1	36074913	36075484
chr1	36077374	36078325
chr1	36079601	36080255
chr1	36083208	36084079
chr1	36087810	36091537
chr1	36093529	36094222
chr1	36095345	36096322
chr1	36242023	36242390
chr1	36243546	36244705
chr1	36248978	36249232
chr1	36251353	36251881
chr1	36252774	36253236
chr1	36254655	36254962
chr1	36264095	36264558
chr1	36265328	36265820
chr1	36269390	36269708
chr1	36277261	36277763
chr1	36270627	36276670
chr1	36279230	36279558
chr1	36294624	36294919
chr1	36303322	36303682
chr1	36307404	36309693
chr1	36322046	36322229
chr1	36324094	36324508
chr1	36368131	36369581
chr1	36445010	36445601
chr1	36470069	36470524
chr1	36471108	36472562
chr1	36473487	36474363
chr1	36475023	36477405
chr1	36477982	36478412
chr1	36483860	36484418
chr1	36485034	36485565
chr1	36490415	36490947
chr1	36492318	36493730
chr1	36501227	36501747
chr1	36508081	36508497
chr1	36511315	36513166
chr1	36530829	36531106
chr1	36534559	36535181
chr1	36546799	36547656
chr1	36549361	36549367
chr1	36556430	36558732
chr1	36570616	36570811
chr1	36574176	36574806
chr1	36577142	36577981
chr1	36579911	36581070
chr1	36583623	36583856
chr1	36604475	36604987
chr1	36608228	36608465
chr1	36634982	36635318
chr1	36647568	36648049
chr1	36658934	36659051
chr1	36684116	36684518
chr1	36691119	36691713
chr1	36708974	36710334
chr1	36744552	36744904
chr1	36770677	36771048
chr1	36772262	36772955
chr1	36780882	36781197
chr1	36784661	36785137
chr1	36851044	36851203
chr1	36870851	36870898
chr1	36905294	36905434
chr1	36919840	36921022
chr1	36921867	36922012
chr1	36926388	36926563
chr1	36938969	36940207
chr1	36965803	36966087
chr1	36970925	36971652
chr1	36996729	36996924
chr1	37025918	37026423
chr1	37029144	37029574
chr1	37030731	37031067
chr1	37041127	37041562
chr1	37299018	37301097
chr1	37307674	37308062
chr1	37308645	37308879
chr1	37311404	37311759
chr1	37317756	37317770
