""	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"chr13-119333700-119334517"	4.6770336767417e-22	0.609462662843213	0.561	0.109	5.7347916130736e-17
"chr8-19147023-19147411"	6.53930719749841e-18	0.607497314431848	0.211	0.008	8.01823691328465e-13
"chr13-76255282-76257287"	8.62986612653441e-18	0.550395987502323	0.456	0.097	1.05815966497114e-12
"chr14-28099015-28099473"	9.01517592287147e-17	0.605433444067076	0.211	0.012	1.10540481095881e-11
"chr14-16684672-16685186"	1.26897914911567e-16	0.604710204153194	0.211	0.018	1.55597147347967e-11
"chr3-148417792-148418529"	3.1754595075761e-16	0.560371451560116	0.43	0.078	3.89362142980951e-11
"chr12-119390010-119390863"	3.63270866989982e-16	0.552006973068889	0.43	0.085	4.45428206268436e-11
"chr12-3153440-3154528"	4.3454446504029e-16	0.562013488755206	0.307	0.05	5.32821041253802e-11
"chr1-15936587-15937773"	1.13491970517781e-15	0.55892441508924	0.289	0.034	1.39159314570083e-10
"chr1-185773666-185774247"	1.78416128470873e-15	0.567262549449025	0.202	0.014	2.18766720085845e-10
"chr12-29282424-29283307"	1.84514184866418e-15	0.590795883698617	0.289	0.034	2.26243912915807e-10
"chr1-17505969-17507172"	3.41324458650893e-15	0.552660478564276	0.351	0.06	4.18518398219379e-10
"chr12-10128127-10128606"	4.15726594818794e-15	0.570789560887409	0.211	0.018	5.09747321503012e-10
"chr9-46441986-46444114"	4.56225281517984e-15	0.515750533309517	0.404	0.094	5.59405191186091e-10
"chr8-83036326-83037495"	4.58734071180729e-15	0.520811937960113	0.456	0.105	5.62481368718963e-10
"chr8-6010843-6011811"	4.75200253810372e-15	0.512235996072292	0.456	0.106	5.82671543212126e-10
"chr15-64695659-64696203"	6.95555217652424e-15	0.557356102904058	0.228	0.017	8.52861985676696e-10
"chr12-12306006-12306933"	7.12181035581019e-15	0.537041506269979	0.377	0.074	8.73247898588022e-10
"chr13-70775519-70776515"	9.32060751552954e-15	0.552542935431213	0.377	0.059	1.14285561112417e-09
"chr4-35917354-35917768"	1.05567583770696e-14	0.559048055484277	0.175	0.01	1.29442748516277e-09
"chr3-148428886-148429813"	1.06819305944332e-14	0.520945652374859	0.421	0.091	1.30977560176702e-09
"chr9-117133803-117134474"	1.48527745301056e-14	0.548511179645141	0.298	0.045	1.82118780178343e-09
"chr4-95771634-95772481"	1.63477100533602e-14	0.519961420025587	0.404	0.082	2.00449081590281e-09
"chr12-118451517-118452030"	1.81906327267833e-14	0.550600278394548	0.228	0.024	2.23046262242727e-09
"chr11-7763950-7765750"	2.08282792572419e-14	0.507472259161943	0.386	0.096	2.55388028940597e-09
"chr10-3829422-3829712"	4.06493422684562e-14	0.546067723869565	0.167	0.009	4.98425975158902e-09
"chr14-28885076-28885285"	5.51181832345723e-14	0.536302611115731	0.14	0.004	6.75837115549031e-09
"chr3-21530894-21531339"	7.14739399064811e-14	0.542034368055087	0.202	0.019	8.76384861557308e-09
"chr19-52898069-52898667"	7.39182941739087e-14	0.53213882781592	0.237	0.026	9.06356555842799e-09
"chr14-79985123-79988049"	7.73543280420486e-14	0.460111105762029	0.596	0.175	9.48487828720383e-09
"chr18-11118757-11119477"	9.49872936592809e-14	0.518719814190275	0.289	0.045	1.16469619993264e-08
"chr16-44665406-44666972"	1.12176152454749e-13	0.452004135737654	0.526	0.149	1.37545911093915e-08
"chr16-19879762-19880226"	1.15559595575164e-13	0.527448586620892	0.202	0.015	1.41694553710444e-08
"chr4-75818639-75820019"	2.0291470226177e-13	0.432862320011963	0.57	0.19	2.48805891325292e-08
"chr13-90420961-90421339"	3.03648536524074e-13	0.532270702691951	0.175	0.013	3.72321689544359e-08
"chr3-98043729-98046798"	3.08666835975265e-13	0.434510615275507	0.535	0.166	3.78474927599431e-08
"chr15-73601124-73602681"	3.72524979824659e-13	0.488713861333324	0.395	0.094	4.56775229261803e-08
"chr3-98098558-98099415"	4.13349546588278e-13	0.507300962999045	0.298	0.059	5.06832680044683e-08
