""	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"chr12-105759734-105761600"	2.23595244402817e-11	0.618327850585685	0.596	0.103	2.74163544876958e-06
"chr15-78842161-78855983"	5.13352750367338e-11	0.376266662303816	0.965	0.509	6.29452608390415e-06
"chr11-98345066-98359008"	8.28841617027514e-11	0.349594497934046	0.965	0.563	1.01629243713446e-05
"chr11-112834994-112836164"	1.79851456098374e-10	0.561402014104088	0.667	0.137	2.20526661409583e-05
"chr2-154641111-154643116"	7.92929444763311e-10	0.538523075316612	0.649	0.147	9.72258367990981e-05
"chr11-118469366-118472110"	1.71869036004822e-09	0.464431962155097	0.737	0.241	0.000210738937187673
"chr11-87846983-87848044"	6.15606544911196e-09	0.59523075367107	0.404	0.057	0.000754832121108312
"chr9-35038811-35054129"	9.92325499793423e-09	-0.283022740057055	0.175	0.332	0.0012167498348267
"chr9-45102181-45104595"	1.02287489403567e-08	0.472385739901144	0.684	0.18	0.00125420828007077
"chr18-61770327-61771065"	1.32998964623848e-08	0.607994174629893	0.368	0.035	0.00163078010463177
"chr12-79674564-79675965"	1.90897972707507e-08	0.526937890123521	0.561	0.119	0.00234071458215037
"chr11-109068347-109069783"	3.7902436646716e-08	0.515177955983918	0.509	0.114	0.00464744517187372
"chr7-143118763-143122926"	4.43543661467016e-08	0.366452273734074	0.877	0.359	0.00543855495944397
"chr7-143104892-143109485"	8.03932477931509e-08	0.354370646430134	0.807	0.358	0.00985749847140499
"chr10-127763479-127765209"	8.26041164786541e-08	0.484600011849808	0.544	0.147	0.0101285863461467
"chr15-101253721-101254736"	1.22363243835176e-07	0.547953840401752	0.368	0.064	0.0150036915060939
"chr13-54438599-54440805"	1.35455914609323e-07	0.4627400552045	0.632	0.168	0.0166090624257367
"chr11-69094346-69100972"	1.68797558430595e-07	0.322417581950217	0.912	0.479	0.0206972814245259
"chr11-99112835-99113589"	2.57965923936053e-07	0.543740377178977	0.368	0.052	0.0316307497293431
