""	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"chr9-61808154-61809546"	2.58673279953944e-17	-0.303018834824224	0.024	0.246	3.17174828948328e-12
"chr4-150152379-150153025"	1.35626502783524e-16	0.560962073786352	0.339	0.049	1.66299792653046e-11
"chr19-46784289-46784993"	1.66622752147866e-15	0.559420073710694	0.331	0.041	2.04306153773627e-10
"chr11-4674521-4676249"	2.25755633198116e-15	-0.286157968244465	0.065	0.242	2.76812527202202e-10
"chr3-57794424-57795166"	7.85389267246319e-15	0.532312964320084	0.234	0.019	9.63012903926746e-10
"chr10-7198200-7198585"	1.24805809515724e-14	0.537746206007345	0.194	0.011	1.530318913958e-09
"chr17-72902217-72905076"	2.46693506695853e-14	-0.278116852203956	0.129	0.323	3.02485710170187e-09
"chr4-125157070-125158667"	3.12196696729614e-14	0.487601628245491	0.46	0.102	3.82803101661983e-09
"chr2-29792618-29793624"	1.07227472861769e-13	0.508423775055421	0.339	0.05	1.31478038124187e-08
"chr18-61421060-61423632"	1.32268239473908e-13	0.434702100878221	0.524	0.151	1.62182024513327e-08
"chr12-77214013-77214768"	1.87284614239173e-13	0.505405075169519	0.242	0.025	2.29640902595504e-08
"chr5-142920451-142925290"	1.94615071131019e-13	0.289923817931017	0.871	0.484	2.3862921561801e-08
"chr7-73747468-73750674"	2.13585880016037e-13	-0.284011712454266	0.065	0.248	2.61890462640464e-08
"chr9-35038811-35054129"	2.8897732226624e-13	0.375127377967445	0.694	0.286	3.54332433469973e-08
"chr18-69224328-69225621"	3.07450421034575e-13	-0.269798413215179	0.024	0.191	3.76983408255755e-08
"chr5-135781719-135783707"	4.12809365844298e-13	0.47381385842386	0.419	0.097	5.06170332023645e-08
"chr13-34246647-34247515"	4.93899807810027e-13	-0.250984329257362	0.016	0.153	6.05600188344343e-08
"chr7-129937008-129938795"	6.10396949733148e-13	-0.274348462095598	0.089	0.274	7.48444323884797e-08
"chr4-139017868-139020811"	8.90853269564822e-13	0.428343870931316	0.476	0.138	1.0923286450096e-07
"chr2-147974658-147977211"	1.15165684764147e-12	-0.272883785881844	0.04	0.209	1.41211556030407e-07
"chr15-83164883-83165663"	1.61299049928649e-12	0.494845324264074	0.331	0.052	1.97778443060513e-07
"chr6-125640284-125641237"	2.23802438209194e-12	-0.252896085681644	0.056	0.203	2.74417597634585e-07
"chr6-71236265-71237599"	2.52488585374676e-12	0.471114295537852	0.347	0.069	3.09591403843012e-07
"chr8-125030977-125031894"	2.58769842464131e-12	0.465570349391962	0.387	0.088	3.17293230035818e-07
"chr7-48812018-48812363"	3.40940933678644e-12	0.489217679563173	0.177	0.014	4.18048135239406e-07
"chr4-139003632-139005150"	3.86049033939105e-12	0.473991238718806	0.298	0.054	4.73357883454773e-07
"chr5-122302930-122303789"	4.85669409404562e-12	0.464153016757208	0.355	0.071	5.95508403035498e-07
"chr11-4860300-4860827"	5.37250218304401e-12	0.48607852189644	0.194	0.019	6.58754727676124e-07
"chr11-115349894-115350460"	5.49656348589763e-12	0.494634040858464	0.258	0.031	6.73966628386824e-07
"chr10-111558189-111560551"	6.44182815020065e-12	-0.257520180970067	0.081	0.251	7.89871200465003e-07
"chr12-35965999-35967142"	7.06526130230213e-12	-0.268455079803328	0.024	0.167	8.66314079843077e-07
"chr4-107920813-107923969"	7.49825368805781e-12	0.323787018829665	0.71	0.332	9.19405874214897e-07
"chr5-32760726-32762041"	8.33438232428878e-12	0.462721785580199	0.323	0.06	1.02192862307499e-06
"chr11-116529952-116535191"	8.55967916302611e-12	0.365882639895684	0.629	0.24	1.04955362025361e-06
"chr18-84999871-85000544"	8.81916249930248e-12	0.49058817745344	0.266	0.031	1.08137042901447e-06
"chr4-139007277-139008643"	8.87670663289843e-12	0.427428427445769	0.46	0.113	1.08842626049947e-06
"chr8-70071826-70074606"	1.27982783348583e-11	0.343322963123176	0.694	0.284	1.56927369630699e-06
"chr9-56068438-56069250"	1.3540394079537e-11	0.466628489137218	0.355	0.064	1.66026896045651e-06
"chr4-149398257-149399933"	1.74933370017658e-11	0.440676708445649	0.387	0.094	2.14496300980851e-06
"chr4-138376747-138377894"	2.16048916033437e-11	0.461856269117169	0.266	0.045	2.64910538883559e-06
"chr8-104998889-104999612"	3.48153750375161e-11	0.465076029871134	0.177	0.018	4.26892202560007e-06
"chr1-185333278-185334286"	3.66640475909887e-11	0.4597038305405	0.29	0.052	4.49559885941667e-06
"chr16-93638560-93639306"	4.26707097274741e-11	0.462318617501082	0.25	0.04	5.23211174394396e-06
"chr7-29391618-29393661"	4.34715324223694e-11	-0.265061361010857	0.024	0.181	5.33030541950124e-06
"chr16-96946701-96947083"	4.88870867118429e-11	0.462197275561993	0.153	0.013	5.99433902425933e-06
"chr10-58548794-58549101"	5.17841483977815e-11	0.453310008360074	0.145	0.01	6.34956513994238e-06
"chr8-104815558-104816111"	5.18553906926784e-11	0.465512385723933	0.21	0.022	6.35830058517346e-06
"chr19-5887147-5887616"	5.2242946024025e-11	0.475636649862416	0.202	0.019	6.40582106968184e-06
"chr12-26524828-26526029"	5.4267981533239e-11	-0.286006104755872	0.008	0.154	6.65412282367964e-06
"chr4-154470510-154472031"	6.06191110007039e-11	0.439602307436988	0.355	0.086	7.43287291446231e-06
"chr5-73368886-73369995"	6.43399613637389e-11	0.464631648290902	0.226	0.036	7.8891087025762e-06
"chr11-56096199-56096734"	6.50369565082394e-11	0.460037639952405	0.194	0.019	7.97457145921428e-06
"chr6-64742747-64743546"	7.76382198830935e-11	-0.263698189362066	0.024	0.165	9.5196879691854e-06
"chr2-117877497-117878339"	9.26230331922159e-11	-0.267065820233301	0.008	0.138	1.13570658378967e-05
"chr1-105106401-105107735"	9.56374010625890e-11	0.44458997282594	0.306	0.059	1.17266755686904e-05
"chr12-12517049-12517386"	9.61537854590926e-11	0.442288882937415	0.121	0.006	1.17899925578521e-05
