""	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"chr1-88271402-88292710"	5.46500253374052e-15	0.322425038723335	0.974	0.827	6.70096750677127e-10
"chr9-37244399-37246877"	4.792238588748e-11	0.469746631975817	0.299	0.101	5.87605126797925e-06
"chr19-21487088-21488052"	2.28391548134817e-10	0.528779676000317	0.247	0.068	2.80044580660987e-05
"chr13-20299601-20301045"	1.76454206424849e-08	0.430234543285096	0.208	0.09	0.00216361089749893
"chr19-24652425-24652696"	1.84674657118806e-08	0.509072014403897	0.104	0.004	0.00226440677572796
"chr4-122828905-122830449"	4.45102044568423e-08	0.423891679671174	0.299	0.147	0.00545766322968017
"chr8-60982503-60984197"	9.17231596376887e-08	0.288563557823939	0.494	0.419	0.0112467269421348
"chr15-83164883-83165663"	1.15073427974806e-07	0.384478694620852	0.182	0.072	0.0141098434445588
"chr7-123244572-123245214"	1.25614055670261e-07	0.408678789263146	0.156	0.046	0.0154022930500647
"chr8-122574296-122577735"	2.74797124533165e-07	0.293286011502353	0.377	0.311	0.0336945242217585
"chr17-66881044-66881763"	3.12082713212399e-07	0.419309888213698	0.13	0.041	0.0382663339632516
"chr14-17780681-17780879"	3.50791796238822e-07	0.418109690046562	0.065	0.001	0.0430126868876193
"chr2-68192965-68193547"	3.60918082628601e-07	0.381745991518557	0.169	0.056	0.0442543316195886
"chr8-44778984-44779586"	4.37383226401199e-07	0.367820139817397	0.182	0.059	0.0536301816884094
"chr3-63648253-63648807"	4.71284238184194e-07	0.393399870069057	0.143	0.039	0.0577869881491931
"chr10-37324592-37326706"	5.00341549207028e-07	-0.340737062705496	0	0.277	0.0613498793975689
"chr9-25460602-25461528"	5.04034927908127e-07	0.429617737202013	0.26	0.107	0.0618027467203829
"chr2-27248211-27248721"	5.34657141961711e-07	0.398558843667119	0.13	0.036	0.0655575201187771
"chr10-82780219-82780749"	6.31363502232205e-07	0.352443962185618	0.182	0.068	0.0774152671897041
"chr2-132233653-132237087"	7.17840233919995e-07	0.261756271081649	0.39	0.3	0.0880186981223341
"chr7-38217194-38218188"	7.50755514510065e-07	0.329222850000717	0.208	0.112	0.0920546381671662
