""	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"chr15-12306483-12307586"	8.11034175248786e-35	0.888003643561358	0.574	0.038	9.94457664323051e-30
"chr8-75154711-75156212"	7.25738303412531e-31	0.879468717889864	0.564	0.045	8.89871278112309e-26
"chr2-132989723-132990677"	7.37313547283132e-30	0.849077596602805	0.617	0.053	9.04064379136685e-25
"chr9-53408577-53409261"	1.12835330297515e-29	0.883534550199334	0.404	0.012	1.38354168597601e-24
"chr17-25369969-25371378"	3.52566874887768e-29	0.886915029462299	0.564	0.034	4.32303399312385e-24
"chr2-147931701-147932633"	2.83472776116695e-26	0.835107685032459	0.447	0.027	3.47582979163247e-21
"chr14-59890674-59891299"	4.09181039784391e-26	0.825136696787093	0.33	0.012	5.01721423742028e-21
"chr7-141689361-141690943"	5.31296233986377e-26	0.796403381177311	0.532	0.045	6.51454190264736e-21
"chr10-40522935-40523433"	8.60860489929612e-26	0.804202522077123	0.266	0.003	1.05555269833209e-20
"chr9-75238135-75238694"	1.69351846266882e-24	0.802760241890323	0.362	0.011	2.07652459818599e-19
"chr9-99042008-99042440"	2.85231058255578e-23	0.775971585749751	0.277	0.005	3.49738914390659e-18
"chr2-170427639-170429456"	1.62938303303462e-22	0.723544720618912	0.564	0.077	1.99788429978573e-17
"chr8-94765266-94765521"	2.05962695979359e-22	0.74850283657941	0.245	0.002	2.52543219302051e-17
"chr7-29424596-29425723"	2.72152479013562e-22	0.752315422242682	0.34	0.02	3.33702483667269e-17
"chr6-127586031-127587088"	9.85058324844829e-22	0.747832661976317	0.415	0.04	1.20783911559173e-16
"chr14-72750474-72751226"	1.29418445999505e-21	0.782397613612191	0.426	0.026	1.58687721746753e-16
"chr11-57676550-57677339"	1.43650091116825e-21	0.742292840491977	0.319	0.012	1.76137995723806e-16
"chr6-59389977-59390851"	2.7568060134031e-21	0.739636412434729	0.436	0.039	3.38028526139435e-16
"chr8-45062843-45064621"	3.81636087325782e-21	0.601762936748996	0.713	0.173	4.67946904835381e-16
"chr2-50885140-50885648"	4.03469046755336e-21	0.74859159820922	0.309	0.012	4.94717606369523e-16
"chr2-170431352-170431970"	4.20101628079268e-21	0.776868051592656	0.33	0.012	5.15111812285675e-16
"chr8-123781078-123781853"	4.46223269334973e-21	0.701729055195665	0.543	0.07	5.4714112392777e-16
"chr1-143809962-143810277"	5.95853989055468e-21	0.750671169877587	0.266	0.01	7.30612327220252e-16
"chr7-141673250-141673756"	6.22931095971043e-21	0.751271758187847	0.287	0.007	7.63813192635854e-16
"chr9-114804973-114805804"	6.74011769819148e-21	0.729565389715684	0.426	0.041	8.26446271681446e-16
"chr18-24101397-24102957"	6.8921506336055e-21	0.669737165955696	0.617	0.102	8.45087942090172e-16
"chr15-59058913-59059599"	1.14164013969775e-20	0.748332778183563	0.351	0.024	1.39983347369179e-15
