""	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"chr18-57744207-57746104"	2.94856101822226e-08	0.307943421477469	0.348	0.256	0.00361540757810341
"chr18-32034980-32037865"	2.43434197384828e-06	0.266822818281771	0.333	0.333	0.298489275465381
"chr6-72956055-72959010"	7.71374600121338e-06	-0.343281143210567	0	0.31	0.94582867968478
"chr19-55719096-55719468"	8.49329974789319e-06	0.287720308079399	0.072	0.016	1
"chr9-35038811-35054129"	3.68450455508993e-05	-0.316225455983324	0.043	0.341	1
"chr17-22423446-22425307"	8.93053282043444e-05	-0.32186330969011	0	0.25	1
"chr6-143519687-143521669"	0.000117180579115818	0.296459223313657	0.217	0.153	1
"chr6-128661187-128662956"	0.000144199068165107	-0.299372608158864	0	0.186	1
"chr1-63857850-63858424"	0.000145052877343996	0.265774188734982	0.101	0.062	1
"chr8-61712990-61716182"	0.000155463274087215	-0.309164370623382	0.058	0.454	1
"chr9-87254866-87256065"	0.000162229094072903	-0.326368466454522	0.029	0.282	1
"chr8-123021204-123021813"	0.000220400751799789	0.304670627532594	0.145	0.083	1
"chr11-88557166-88558215"	0.000266099334666401	0.266545209836926	0.101	0.052	1
"chr11-86603315-86603478"	0.000277044135515688	0.251938907859899	0.058	0.011	1
"chr19-45074115-45077320"	0.000315664399735026	-0.305747137701042	0	0.261	1
"chr7-79464518-79467091"	0.000343161293987743	-0.310453324059523	0.058	0.374	1
"chr14-8097860-8098990"	0.00036249940879994	-0.302416766419184	0	0.227	1
"chr19-40570482-40571440"	0.000368548734394996	-0.321823597800746	0.014	0.282	1
"chr8-60953966-60955093"	0.000371229017480691	-0.300786826850996	0	0.194	1
"chr5-127282443-127283240"	0.000371450939357937	0.347268614628079	0.203	0.118	1
"chr10-121376169-121378171"	0.000443760234592356	-0.29976670562084	0	0.191	1
"chr1-151328363-151329746"	0.000459202777187459	-0.290617193620633	0	0.168	1
"chr6-12059919-12061011"	0.000497463927439972	-0.284176483325927	0	0.143	1
"chr12-102597334-102597975"	0.00061886250124079	0.270171492130288	0.072	0.028	1
"chr8-65174663-65175813"	0.000634155213808464	-0.286236398657649	0	0.16	1
"chr11-49112448-49113090"	0.000676831732436713	0.284917301022225	0.174	0.098	1
"chr8-25709978-25711068"	0.000736473481617031	-0.28234035994444	0	0.151	1
"chr15-91572250-91573683"	0.00078100612258652	-0.307628099986917	0.014	0.231	1
"chr17-88613056-88615122"	0.000798344930296165	-0.289170539603545	0	0.174	1
"chr3-139205236-139206248"	0.000801971721054353	-0.311702851482444	0.014	0.248	1
"chr6-54905611-54907234"	0.000824005775929524	-0.284309168075666	0	0.181	1
"chr4-6347152-6349631"	0.000826518337066651	-0.283674509649673	0	0.165	1
"chr4-99193651-99195092"	0.000933907781721597	-0.310990720022757	0.014	0.269	1
"chr1-121462372-121464580"	0.000989272334799046	-0.290193934482264	0.043	0.295	1
"chr14-11608439-11610559"	0.00104037417487996	-0.280872725084491	0	0.161	1
"chr9-46272546-46273862"	0.00104348719766238	-0.290948459139882	0	0.199	1
"chr11-106271185-106273646"	0.00107250768885811	-0.303531775923624	0.058	0.412	1
"chr6-125344552-125346483"	0.00113549409375191	-0.276119836205632	0	0.162	1
"chr8-83593379-83595225"	0.00115471141719617	-0.303986857924509	0.014	0.318	1
"chr10-81536761-81537741"	0.00115745683308374	0.283922762662428	0.101	0.052	1
"chr3-14578282-14580110"	0.00118978758889388	-0.292695796457684	0.058	0.379	1
"chr13-5841308-5842050"	0.00125099687004894	-0.275176195086995	0	0.145	1
"chr3-75555944-75557947"	0.00130780450183196	-0.25460318089881	0.174	0.559	1
"chr13-6255219-6256615"	0.00133013888894358	-0.276353301192899	0.014	0.176	1
"chr5-89727448-89728183"	0.00134827996033381	0.283900367817503	0.159	0.13	1
"chr10-108389852-108390214"	0.00136256764062795	0.26484204040509	0.072	0.024	1
"chr15-11994938-11996454"	0.00141339758925028	-0.303676741757133	0.014	0.246	1
"chr3-137991084-137991656"	0.00141460293663733	-0.269999582205657	0	0.13	1
"chr8-36613014-36614446"	0.00145057607180979	-0.28923770226242	0	0.21	1
"chr1-87035511-87036164"	0.00146836342792634	0.270818380920206	0.116	0.077	1
"chr3-153148809-153149365"	0.00150899529875917	-0.267001727049126	0	0.125	1
"chr2-13523438-13524576"	0.00154787554769191	-0.29715901533969	0.014	0.201	1
"chr6-72219116-72219363"	0.00169666436038341	0.404822630213285	0.058	0.002	1
"chr7-80123129-80123536"	0.00172259640556805	0.257939483194951	0.072	0.028	1
"chr16-38562307-38563405"	0.00178955185672441	-0.283373324178208	0	0.189	1
"chr7-142433670-142434923"	0.00181306111871396	0.270278074236638	0.087	0.036	1
"chr17-3082220-3085183"	0.00182224686272408	-0.294049172314206	0.043	0.311	1
"chr4-12906546-12907768"	0.00190244271153153	-0.279487378717585	0.014	0.19	1
"chr10-111543585-111546130"	0.0019191062722084	-0.294004137765806	0.029	0.256	1
"chr12-50120267-50121230"	0.00202010531601701	-0.251963799239213	0	0.113	1
"chr2-45519260-45520144"	0.00202813840530413	-0.259582002171898	0	0.121	1
"chr10-115820740-115822269"	0.00209784637062936	-0.271527033901634	0	0.144	1
"chr5-9160691-9162547"	0.00211880562561911	-0.264430342004629	0.087	0.419	1
"chr8-10856860-10858271"	0.00214518112797302	-0.270511715660969	0	0.164	1
"chr6-134413300-134416147"	0.0021460411410669	-0.288463349190328	0.043	0.344	1
"chr1-132149979-132152400"	0.00217264132998577	-0.288751151624738	0.029	0.239	1
"chr8-35587483-35589118"	0.00218815124702795	-0.273985057848357	0	0.151	1
"chr13-74315912-74318160"	0.00219739435929477	-0.275522175775114	0.072	0.398	1
"chr13-6062213-6063439"	0.00221754279346885	-0.263374670649615	0	0.142	1
"chr9-47253804-47255325"	0.002243438381051	0.256425698504593	0.188	0.154	1
"chr18-32880383-32881426"	0.00226868676190633	-0.258899380133367	0	0.124	1
"chr3-122473073-122475444"	0.00227373616165524	-0.281489824509946	0.072	0.343	1
"chr3-84813684-84815912"	0.00228059088499802	-0.292075355843532	0.058	0.403	1
"chr3-122728060-122732572"	0.00233376265684807	-0.284374358928174	0.101	0.463	1
"chr2-124592592-124593276"	0.00234764353639404	-0.25966448752596	0	0.119	1
"chr10-17470738-17471531"	0.00235119267737978	-0.251218092059738	0	0.116	1
"chr16-70213743-70214579"	0.00240063560016946	-0.257920784140903	0	0.118	1
"chr13-21401929-21402973"	0.00240150436164677	-0.266494636696485	0	0.146	1
"chr18-60493145-60494079"	0.00241244232292654	-0.275157948431162	0	0.174	1
"chr9-121709778-121711181"	0.00243915644154689	-0.292844608834907	0.014	0.252	1
"chr3-129380470-129381338"	0.00244087035772011	-0.254623539459883	0	0.122	1
"chr11-54944443-54945429"	0.00251054999658858	-0.26499070244952	0	0.143	1
"chr13-67172865-67173876"	0.00254329739748856	-0.266674814280616	0	0.15	1
"chr12-35533895-35535505"	0.00255086610127859	-0.268717860375126	0.087	0.396	1
"chr8-33652111-33655032"	0.00264658181691243	-0.279375570513587	0.072	0.364	1
"chr5-23674733-23676551"	0.00273836283223641	-0.2652327081703	0	0.155	1
"chr11-16809047-16810857"	0.00274757362055668	-0.267368842299934	0.014	0.17	1
"chr6-99020524-99021515"	0.00274834073400314	-0.265418066584155	0	0.137	1
"chr12-69680322-69684078"	0.00281712118581064	-0.285996589340156	0.101	0.433	1
