browser position chr3:33547661-35547661 
track name="rep3_peaks.tsv" description="peakC peaks on chr3" visibility=2 itemRgb="On"
chr3	33716817	33724329
chr3	33893902	33904498
chr3	33929733	33939778
chr3	34010734	34023828
chr3	34052703	34059596
chr3	34064093	34071592
chr3	34146020	34156327
chr3	34273832	34285449
chr3	34333598	34346242
chr3	34456808	34465973
chr3	34488969	34495190
chr3	34634891	34660498
chr3	34707971	34713246
chr3	34720992	34731299
chr3	34779600	34797523
chr3	34978960	35009426
chr3	35222779	35238126
chr3	35246133	35256358
chr3	35288182	35300638
chr3	35372216	35402659
chr3	35462300	35467863
